"idVariaveisFisicasQuimicasDaAgua";"idCampanha";"idSitio";"dataMedida";"horaMedida";"profundidade";"secchi";"batimetria";"F";"Cl";"NNO3";"PPO43";"SSO42";"Li";"Na";"NNH4";"K";"Mg";"Ca";"clorofila";"feofitina";"turbidez";"NT";"PT";"TDC"
"414";"1606";"16101";"2006-03-31";"15:40:00";"0";"4.6999998093";"40";"64.773498535";"1.777889967";"193.46499634";"6.990819931";"0.2091750056";\N;"3.2380099297";"1.6672199965";"1.6753900051";"1.2963900566";"3.5812199116";"0";\N;\N;"0.9132670164";"6.9677400589";"4.0370001793"
"415";"1606";"16101";"2006-03-31";"15:40:00";"39";\N;"40";"33.011001587";"2.1390399933";"283.50100708";"7.6434497833";"0.3281230032";\N;"3.3638699055";"9.1696996689";"1.6767599583";"1.2507400513";"3.6045799255";"0";\N;\N;"0.5767999887";"8.8709697723";"4.2290000916"
"416";"1606";"16102";"2006-03-31";"14:58:00";"0";"4.5999999046";"22";"21.615299225";"1.0952800512";"34.471401215";"7.5455498695";"0.1291610003";\N;"2.3842999935";"0.8336089849";"1.3738100529";"1.1403199434";"2.9448800087";"0.4844929874";\N;\N;"0.8651999831";"5.774189949";"3.9419999123"
"417";"1606";"16102";"2006-03-31";"14:58:00";"21";\N;"22";"35.179401398";"1.0372099876";"30.6833992";"8.0023899078";"0.0652149022";\N;"1.7943600416";"7.0856699944";"0.7891129851";"0.9238479733";"2.5314700603";"0.6465709805";\N;\N;"1.5381300449";"12.12899971";"3.2960000038"
"418";"1606";"16103";"2006-04-01";"08:45:00";"0";"3.9000000954";"24.299999237";"55.347900391";"1.5643700361";"128.34399414";"9.6666002274";"0.3246490061";\N;"3.1509599686";"1.2504099607";"1.6008499861";"1.2265399694";"3.5122599602";"0";\N;\N;"0.624867022";"7.1935501099";"4.8159999847"
"419";"1606";"16103";"2006-04-01";"08:45:00";"23";\N;"24.299999237";"64.948303223";"1.8500299454";"297.67700195";"12.179200172";"0.2883180082";\N;"3.4834299088";"7.5024800301";"1.9003800154";"1.4911899567";"4.0511898994";"0";\N;\N;"0.8651999831";"7.9032301903";"4.7509999275"
"422";"1606";"16104";"2006-04-01";"10:45:00";"0";"2.7000000477";"19";"28.359500885";"1.9216400385";"85.790901184";"7.8392400742";"0.2095430046";\N;"3.2364399433";"0";"1.8422499895";"1.5010999441";"3.9282200336";"1.7333600521";\N;\N;"0.0480667017";"11.87100029";"4.7569999695"
"423";"1606";"16104";"2006-04-01";"10:45:00";"18";\N;"19";"59.987800598";"2.1265099049";"315.13900757";"12.897100449";"0.4042760134";\N;"4.1536002159";"10.420100212";"2.1198899746";"1.9179099798";"4.8871197701";"2.0256800652";\N;\N;"1.4420000315";"10.161299706";"5.4409999847"
"424";"1606";"16105";"2006-03-31";"10:52:00";"0";"2.5999999046";"10";"45.007198334";"2.106760025";"145.33299255";"7.5455498695";"0.1538649946";\N;"3.6003699303";"7.5024800301";"1.6562399864";"1.2629599571";"3.8242299557";"0";\N;\N;"1.2016700506";"9.0967702866";"5.1869997978"
"425";"1606";"16105";"2006-03-31";"10:52:00";"9";\N;"10";"57.901000977";"2.4550299644";"140.49499512";"7.121339798";"0.2312490046";\N;"3.8882598877";"25.841899872";"1.8142100573";"1.3256700039";"3.8581700325";"0";\N;\N;"1.249729991";"8.1612901688";"4.3189997673"
"426";"1606";"16106";"2006-03-31";"09:40:00";"0";"0.5";"2.5";"19.126199722";"2.7372100353";"160.63299561";"7.3497600555";"0.1606940031";\N;"3.5211799145";"12.087300301";"1.810109973";"1.0686199665";"3.434910059";"0.9533609748";\N;\N;"1.057469964";"7.1290302277";"4.0960001945"
"427";"1609";"16107";"2006-08-10";"09:58:00";"0";"2.2000000477";"2.2000000477";"48.434700012";"1.5516200066";"183.03199768";"9.6339702606";"0.1722930074";\N;"2.9910199642";"4.1680397987";"1.6760699749";"1.2843999863";"3.6917800903";"0";\N;\N;"0.7877330184";"4.1935501099";"4.4239997864"
"428";"1609";"16108";"2006-08-08";"09:53:00";"0";"8.1000003815";"39";"44.459300995";"1.3673599958";"125.125";"7.4802899361";"0.1518940032";\N;"2.9086899757";"2.5008299351";"1.6589800119";"1.2961599827";"3.7279000282";"0";\N;\N;"1.1815999746";"7.5483899117";"4.1129999161"
"429";"1609";"16108";"2006-08-08";"09:53:00";"38";\N;"39";"45.461898804";"1.3067400455";"204.27799988";"10.351900101";"0.1730919927";\N;"3.0046598911";"3.3344299793";"1.7000099421";"1.2765599489";"3.7618401051";"0";\N;\N;"0.5907999873";"5.0322599411";"4.4510002136"
"430";"1609";"16109";"2006-08-08";"08:52:00";"0";"7";"29.899999619";"43.590698242";"1.254940033";"147.07000732";"6.8602900505";"0.1547130048";\N;"2.8777499199";"4.5848498344";"1.6794899702";"1.454769969";"4.1796197891";"0";\N;\N;"0.7877330184";"6.5483899117";"3.489000082"
"431";"1609";"16109";"2006-08-08";"08:52:00";"28";\N;"29.899999619";"73.645301819";"3.9704198837";"171.79499817";"9.9276599884";"0.1568879932";\N;"4.9019098282";"3.3344299793";"1.6979600191";"1.3752299547";"4.153719902";"0";\N;\N;"1.0339000225";"8";"4.388999939"
"432";"1609";"16110";"2006-08-08";"10:50:00";"0";"7.0999999046";"21.799999237";"42.984500885";"1.2438999414";"105.89199829";"8.1329202652";"0.1416350007";\N;"2.6234200001";"7.0856699944";"1.4264700413";"1.4787399769";"3.7829999924";"0";\N;\N;"0.393866986";"4.5483899117";"3.7430000305"
"433";"1609";"16110";"2006-08-08";"10:50:00";"21";\N;"21.799999237";"78.833099365";"1.2684700489";"163.47000122";"7.5455498695";"0.1558279991";\N;"2.1703500748";"34.178001404";"1.1577099562";"1.3279700279";"3.6812000275";"0";\N;\N;"1.2800699472";"8.9354801178";"4.7030000687"
"434";"1609";"16111";"2006-08-07";"12:16:00";"0";"5.5";"22.299999237";"57.417198181";"1.7770199776";"200.41099548";"7.1539697647";"0.1981559992";\N;"3.2290999889";"5.4184598923";"1.7725000381";"1.3978199959";"4.0716199875";"0";\N;\N;"0.4923329949";"6.5483899117";"4.1589999199"
"435";"1609";"16111";"2006-08-07";"12:16:00";"21.5";\N;"22.299999237";"56.035701752";"2.7357299328";"382.88299561";"35.739200592";"0.4331820011";\N;"5.5091500282";"14.588199615";"1.8668700457";"2.1567399502";"5.846739769";"0";\N;\N;"0.5907999873";"14.548399925";"5.0729999542"
"436";"1609";"16112";"2006-08-07";"11:19:00";"0";"4.3000001907";"9.8000001907";"47.111499786";"1.3923799992";"184.9750061";"9.4055500031";"0.1622810066";\N;"2.9076399803";"41.680400848";"1.7205200195";"1.3879100084";"4.2219500542";"0";\N;\N;"0.2949999869";"14.193499565";"3.4409999847"
"437";"1609";"16112";"2006-08-07";"11:19:00";"9";\N;"9.8000001907";"7.0018401146";"2.9300999641";"253.90499878";"7.121339798";"0.2001989931";\N;"4.2548098564";"42.513999939";"2.3353099823";"1.3365000486";"3.9891600609";"0";\N;\N;"1.2308299541";"7.6128997803";"5.373000145"
"438";"1609";"16113";"2006-08-07";"09:51:00";"0";\N;"0.6000000238";"44.972198486";"1.3026599884";"186.31799316";"6.72976017";"0.1535969973";\N;"2.9034500122";"3.3344299793";"1.685649991";"1.1806600094";"3.5855998993";"0";\N;\N;"0.738499999";"6.0967698097";"3.75"
"439";"1603";"16114";"2005-11-14";"10:15:00";"0";"5.3000001907";"1.5";"37.74420166";"1.8204599619";"167.88400269";"9.4055500031";"0.1658519953";\N;"2.9763400555";"0.8336089849";"1.5776000023";"1.6661599874";"4.0730800629";"19.690000534";\N;\N;"1.8363800049";"3.1333301067";"4.9400000572"
"440";"1603";"16115";"2005-11-17";"15:30:00";"0";"3.5999999046";"20.5";"21.743499756";"1.0040500164";"80.158203125";"6.9581799507";"0.1401319951";\N;"2.2379999161";"0";"1.4962199926";"1.5612699986";"3.9745600224";"28.440000534";\N;\N;"0.6121270061";"8.6666698456";"3.5980000496"
"441";"1603";"16115";"2005-11-17";"15:30:00";"20";\N;"20.5";"24.757099152";"0.7019510269";"127.12599945";"10.319199562";"0.1150839999";\N;"1.2500400543";"5.0016498566";"0.6851670146";"0.8235660195";"2.581099987";"25.899999619";\N;\N;"1.7422100306";"15.4666996";"3.4400000572"
"442";"1603";"16116";"2005-11-17";"12:45:00";"0";"4.6999998093";"22.899999619";"25.369199753";"0.8649950027";"119.57800293";"7.3497600555";"0.1185859963";\N;"3.3649098873";"1.2504099607";"1.2910599709";"1.4715900421";"4.2379999161";"50.150001526";\N;\N;"1.9305499792";"11.9666996";"3.3059999943"
"443";"1603";"16116";"2005-11-17";"12:45:00";"22";\N;"22.899999619";"23.008399963";"0.3438160121";"68.143600464";"8.850810051";"0.0564191006";\N;"0.7193560004";"4.1680397987";"0.3507620096";"0.4554040134";"3.2258300781";"17.489999771";\N;\N;"0.6592130065";"5.6999998093";"4.013999939"
"444";"1603";"16117";"2005-11-17";"11:56:00";"0";"2.9000000954";"21";"50.970298767";"1.151129961";"154.1230011";"7.0560798645";"0.1542689949";\N;"1.9857599735";"0";"1.0612900257";"1.2825599909";"5.7004299164";"35.580001831";\N;\N;"1.695119977";"2.0999999046";"4.498000145"
"445";"1603";"16117";"2005-11-17";"11:56:00";"19.5";\N;"21";"43.217700958";"1.7282299995";"295.99700928";"8.4918699265";"0.2809979916";\N;"2.4251999855";"0";"1.5652899742";"1.3323500156";"5.4450101852";"13.220000267";\N;\N;"1.695119977";"32.133300781";"6.3920001984"
"446";"1603";"16118";"2005-11-17";"10:45:00";"0";"3.5";"8.8000001907";"33.803798676";"1.1961599588";"156.91099548";"7.5455498695";"0.1560080051";\N;"2.6045498848";"4.1680397987";"1.5557099581";"1.5847899914";"4.4583902359";"18.020000458";\N;\N;"0.4237799942";"12.100000381";"3.9649999142"
"447";"1603";"16118";"2005-11-17";"10:45:00";"8";\N;"8.8000001907";"32.387298584";"1.0113300085";"147.96800232";"7.9697599411";"0.1374929994";\N;"2.3234701157";"0.8336089849";"1.4326200485";"1.5188499689";"4.3179101944";"16.579999924";\N;\N;"1.7892899513";"6.0666699409";"3.5550000668"
"448";"1603";"16119";"2005-11-17";"09:30:00";"0";"0.8999999762";"0.8999999762";"32.253299713";"1.056139946";"164.28100586";"16.78030014";"0.145844996";\N;"2.454570055";"0";"1.4975899458";"1.6000000238";"4.3835902214";"20.909999847";\N;\N;"1.7892899513";"2.5999999046";"3.7139999866"
