"idVariaveisFisicasQuimicasDaAgua";"idCampanha";"idSitio";"dataMedida";"horaMedida";"profundidade";"secchi";"batimetria";"F";"Cl";"NNO3";"PPO43";"SSO42";"Li";"Na";"NNH4";"K";"Mg";"Ca";"clorofila";"feofitina";"turbidez";"NT";"PT";"TDC"
"229";"1206";"12168";"2005-03-19";"15:40:00";"0";"0.5";"11.399999619";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"6.3969697952";"1.3396799564";\N;"0.3715409935";"8.5806503296";"4.9250001907"
"230";"1206";"12168";"2005-03-19";"15:40:00";"10";\N;"11.399999619";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.1857710034";"13.12899971";"4.4990000725"
"231";"1209";"12169";"2005-08-25";"15:40:00";"0";"4.4000000954";"80.800003052";"28.744199753";"2.3473000526";"240.8690033";"22.164499283";"0.3100920022";\N;"3.5085999966";"8.3360900879";"1.3457700014";"1.613139987";"3.5436398983";"0.7880470157";"0.2048919946";\N;"0.7533869743";"7.5161299706";"3.6349999905"
"232";"1209";"12169";"2005-08-25";"15:40:00";"79";\N;"80.800003052";"43.940498352";"1.5276199579";"215.98399353";"9.5360803604";"0.1543329954";\N;"2.5872399807";"0";"1.064710021";"1.5698000193";"3.5673599243";\N;\N;\N;"0.8475599885";"7.2903199196";"3.5650000572"
"233";"1209";"12170";"2005-08-25";"17:10:00";"0";"4.8000001907";"60";"23.754499435";"2.4533100128";"149.42999268";"58.255001068";"1.3921400309";\N;"5.5138697624";"0";"1.3806500435";"1.6544100046";"3.5684499741";"1.2057100534";"0.2836970091";\N;"0.6592130065";"13.290300369";"3.3299999237"
"234";"1209";"12170";"2005-08-25";"17:10:00";"59";\N;"60";"46.318698883";"0.947947979";"276.88800049";"13.223400116";"0.1566359997";\N;"2.0072600842";"0";"0.9717019796";"1.2491300106";"2.8000199795";\N;\N;\N;"0.3296070099";"5.9677400589";"3.4800000191"
"235";"1209";"12171";"2005-08-28";"10:00:00";"0";"6.1999998093";"34.700000763";\N;\N;\N;\N;\N;\N;"2.2684099674";"15.005000114";"1.2213100195";"1.5976999998";"3.4611799717";"1.3530800343";"0.2458309978";\N;"1.1771700382";"6.3871002197";"3.9000000954"
"236";"1209";"12171";"2005-08-28";"10:00:00";"32";\N;"34.700000763";\N;\N;\N;\N;\N;\N;"2.043970108";"1.6672199965";"1.0988999605";"1.5264600515";"3.2524700165";\N;\N;\N;"0.470867008";"4.4193501472";"3.6570000648"
"237";"1209";"12172";"2005-08-26";"08:00:00";"0";"3.7000000477";"29";"35.523300171";"1.1971999407";"176.69099426";"14.202400208";"0.1488920003";\N;"2.2967300415";"1.2504099607";"0.8992140293";"1.6419600248";"4.212100029";"1.4647200108";"0.5108649731";\N;"0.9417330027";"5.9677400589";"4.2709999084"
"238";"1209";"12172";"2005-08-26";"08:00:00";"28";\N;"29";"22.798500061";"1.0388300419";"211.60699463";"9.7644996643";"0.2174990028";\N;"2.4393599033";"4.1680397987";"0.9142580032";"1.5974700451";"3.9063301086";\N;\N;\N;"0.9888200164";"6.3225798607";"4.1009998322"
"239";"1209";"12173";"2005-08-27";"14:30:00";"0";"4.0999999046";"36";"44.418498993";"1.01177001";"92.86869812";"7.6760802269";"0.1220960021";\N;"1.8504699469";"10.003299713";"0.9546059966";"1.2590399981";"2.9065699577";"3.0187499523";"0.6135730147";\N;"1.0359100103";"11.193499565";"3.3450000286"
"240";"1209";"12173";"2005-08-27";"14:30:00";"35";\N;"36";"29.793399811";"1.4135500193";"231.16900635";"25.264499664";"0.4116599858";\N;"2.6769099236";"14.588199615";"1.1241999865";"1.1880400181";"2.8664300442";\N;\N;\N;"1.2713400126";"13.645199776";"3.8029999733"
"241";"1209";"12174";"2005-08-27";"13:07:00";"0";"2.0999999046";"13.399999619";"31.973499298";"3.0280001163";"134.81300354";"391.39099121";"2.7110300064";\N;"7.9171600342";"0";"1.0913800001";"1.2311500311";"3.3287301064";"7.3057198524";"1.3905899525";\N;"1.1771700382";"19.064500809";"3.1749999523"
"242";"1209";"12174";"2005-08-27";"13:07:00";"12";\N;"13.399999619";"55.540298462";"1.0328799486";"91.279403687";"30.942399979";"0.177481994";\N;"1.7214699984";"87.112098694";"0.9963210225";"1.1430799961";"2.8131599426";\N;\N;\N;"1.0359100103";"19.677400589";"3.486000061"
"243";"1209";"12175";"2005-08-27";"11:25:00";"0";"3.5999999046";"22.799999237";"45.024700165";"1.0267399549";"79.771202087";"12.734000206";"0.3524959981";\N;"2.3780100346";"11.670499802";"0.9983720183";"1.4681400061";"2.923719883";"2.072040081";"0.3849349916";\N;"0.9888200164";"4.0967698097";"3.5380001068"
"244";"1209";"12175";"2005-08-27";"11:25:00";"21";\N;"22.799999237";"21.982500076";"1.9189699888";"152.80599976";"111.8690033";"0.9369450212";\N;"4.3287501335";"0";"1.2089999914";"1.6087599993";"3.4520599842";\N;\N;\N;"0.2825199962";"3.4516100883";"3.8020000458"
"245";"1209";"12176";"2005-08-27";"10:08:00";"0";"1.3999999762";"6.4000000954";"69.821403503";"0.645103991";"29.740499496";"24.742399216";"0.0801239014";\N;"3.4005699158";"0";"1.2903800011";"2.041009903";"3.8391900063";"4.8630399704";"1.860820055";\N;"0.6592130065";"12.709699631";"5.2430000305"
"246";"1209";"12176";"2005-08-27";"10:08:00";"5.5";\N;"6.4000000954";"64.569503784";"0.5707219839";"63.993301392";"11.363400459";"0.0905231014";\N;"3.3565199375";"1.2504099607";"1.2992700338";"2.0986399651";"3.9763898849";\N;\N;\N;"0.7063000202";"9.0322599411";"5.5289998055"
"247";"1209";"12177";"2005-08-27";"08:40:00";"0";"2.5999999046";"10.399999619";"22.757699966";"2.1847500801";"174.61999512";"58.744499207";"1.2134599686";\N;"4.8179998398";"0";"1.2431900501";"1.7048900127";"3.8249599934";"1.1074700356";"0.3742170036";\N;"1.3184299469";"8.7419395447";"3.5739998817"
"248";"1209";"12177";"2005-08-27";"08:40:00";"9";\N;"10.399999619";"25.602300644";"1.9993599653";"132.84100342";"244.32000732";"1.5219899416";\N;"5.5364198685";"0";"1.1987400055";"1.6740000248";"3.5834100246";\N;\N;\N;"1.3184299469";"10.064499855";"3.638999939"
"249";"1209";"12178";"2005-08-25";"11:05:00";"0";\N;"1";"26.645700455";"2.243530035";"138.5269928";"52.772899628";"0.7510129809";\N;"4.0607800484";"1.2504099607";"1.056499958";"1.6126799583";"3.4965701103";"0.7644060254";"0.3829909861";\N;"0.1412599981";"4.9032301903";"3.4930000305"
"250";"1304";"13119";"2004-11-19";"16:05:00";"0";\N;"0.8000000119";"38.106601715";"1.7310800552";"663.2199707";"2.9187500477";"260.24700928";"0.0034209101";"2.7457900047";"14";"0.1482339948";"1.974249959";"0.3659070134";"1.8487600088";"0.45817101";\N;"1.7870999575";"36.935501099";"6.0669999123"
"251";"1304";"13120";"2004-11-18";"10:30:00";"0";"2.5";"69.5";"17.611099243";"0.5645989776";"682.19897461";"0";"234.4750061";"0.0034209101";"2.6614899635";"0";"0.127609998";"1.9192500114";"0.3431650102";"5.787419796";"0.5832070112";\N;"1.2074999809";"20.25810051";"5.2800002098"
"252";"1304";"13120";"2004-11-18";"10:30:00";"65";\N;"69.5";"31.145900726";"1.009649992";"419.70199585";"1.9458299875";"175.98399353";"0.0034209101";"2.1823399067";"0";"0.0850735009";"1.7942500114";"0.3476450145";\N;\N;\N;"1.3041000366";"10.161299706";"0.8489999771"
"253";"1304";"13121";"2004-11-18";"13:20:00";"0";"1.2000000477";"60";"41.587001801";"1.6499199867";"584.89801025";"0.9729149938";"975.13598633";"0.0034209101";"2.6747999191";"0";"0.1579020023";"1.7492500544";"0.3424760103";"4.1530098915";"0.392080009";\N;"0.4347000122";"15.90320015";"5.5339999199"
"254";"1304";"13121";"2004-11-18";"13:20:00";"60";\N;"60";"23.411699295";"0.781027019";"272.68200684";"5.8374900818";"117.94100189";"0.0034209101";"2.0315001011";"29.555599213";"0.0863625035";"1.8067500591";"0.35591501";\N;\N;\N;"0.5313000083";"11.064499855";"0.9509999752"
"255";"1304";"13122";"2004-11-16";"11:45:00";"0";"1.1000000238";"40.5";"41.587001801";"1.8318699598";"622.32202148";"0.9729149938";"362.88598633";"0.0034209101";"2.5594499111";"68.444396973";"0.1566130072";"1.7517499924";"0.3541919887";"2.7865300179";"0.9364359975";\N;"0.1932000071";"11.935500145";"5.765999794"
"256";"1304";"13122";"2004-11-16";"11:45:00";"30";\N;"40.5";"44.293899536";"1.2473000288";"461.93600464";"0";"206.68600464";"0.00478927";"2.3331899643";"0";"0.1114979982";"1.8292499781";"0.3590160012";\N;\N;\N;"0.2897999883";"11.677399635";"1.5520000458"
"257";"1304";"13123";"2004-11-18";"14:30:00";"0";"2.5";"27.399999619";"46.227500916";"1.5167700052";"469.68798828";"0.9729149938";"238.73300171";"0.0034209101";"2.6659300327";"14";"0.1334110051";"1.9642499685";"0.3497120142";"3.7243099213";"0.1455789953";\N;"0.7728000283";"12.51609993";"5.5669999123"
"258";"1304";"13123";"2004-11-18";"14:30:00";"27";\N;"27.399999619";"53.574901581";"0.9730529785";"168.43099976";"0.9729149938";"111.21800232";"0.00478927";"2.5993800163";"45.111099243";"0.1566130072";"2.1067500114";"0.3779680133";\N;\N;\N;"0.9176999927";"17.935499191";"7.2769999504"
"259";"1304";"13124";"2004-11-16";"13:30:00";"0";"0.8000000119";"44";"36.559799194";"1.360820055";"444.02700806";"7.7833199501";"272.12399292";"0.0034209101";"2.4440999031";"0";"0.1488790065";"1.6992499828";"0.373488009";"3.6305301189";"1.517860055";\N;"0.7728000283";"17.838699341";"5.6869997978"
"260";"1304";"13124";"2004-11-16";"13:30:00";"42";\N;"44";"27.278799057";"1.2913299799";"349.66699219";"88.535301208";"406.13800049";"0.0034209101";"3.2071900368";"14";"0.0998969004";"1.8542499542";"0.3690089881";\N;\N;\N;"0.2897999883";"13.419400215";"1.1019999981"
"261";"1304";"13125";"2004-11-16";"16:47:00";"0";"1.2999999523";"23.600000381";"45.067298889";"1.5846699476";"561.10797119";"2.9187500477";"268.98699951";"0.00478927";"2.8123300076";"14";"0.1521009952";"1.8592499495";"0.3531579971";"3.1348500252";"1.1038999557";\N;"1.3041000366";"22.032300949";"5.3860001564"
"262";"1304";"13125";"2004-11-16";"16:47:00";"21";\N;"23.600000381";"25.731899261";"1.3666499853";"503.63699341";"16.539600372";"210.94400024";"0.00478927";"2.6038200855";"0";"0.1308329999";"1.6042499542";"0.3049170077";\N;\N;\N;"1.6421999931";"28.064500809";"5.3390002251"
"263";"1304";"13126";"2004-11-16";"15:30:00";"0";"0.6000000238";"30.5";"27.278799057";"1.6170300245";"555.76202393";"63.239498138";"529.39398193";"0.0034209101";"3.6996500492";"0";"0.1630569994";"1.6767499447";"0.3628059924";"2.518599987";"0.9793059826";\N;"0.9660000205";"20.419399261";"5.3819999695"
"264";"1304";"13126";"2004-11-16";"15:30:00";"29";\N;"30.5";"38.106601715";"1.0605800152";"294.33401489";"0.9729149938";"162.08900452";"0.0034209101";"2.2444500923";"29.555599213";"0.1037639976";"1.8917499781";"0.3648740053";\N;\N;\N;"0.8210999966";"18.645200729";"1.7020000219"
"265";"1304";"13127";"2004-11-17";"16:30:00";"0";"0.3000000119";"11.600000381";"17.997800827";"0.5428500175";"119.2460022";"126.47899628";"70.655296326";"0.0034209101";"2.2178299427";"0";"0.1765920073";"1.5092500448";"0.3014709949";"1.4736499786";"1.2459000349";\N;"0.3864000142";"22.12899971";"6.0120000839"
"266";"1304";"13127";"2004-11-17";"16:30:00";"11";\N;"11.600000381";"51.641399384";"1.3486200571";"358.2210083";"0.9729149938";"218.11500549";"0.0034209101";"2.2710700035";"0";"0.179813996";"1.5292500257";"0.3059509993";\N;\N;\N;"0.6279000044";"59.709701538";"6.3289999962"
"267";"1304";"13128";"2004-11-17";"15:10:00";"0";"0.3000000119";"3";"52.414798737";"1.6043000221";"479.57901001";"0";"257.55700684";"0.00478927";"2.5195200443";"0";"0.1740140021";"1.5267499685";"0.3166329861";"2.3221099377";"3.6171400547";\N;"0.4830000103";"6.0645198822";"5.8759999275"
"268";"1304";"13128";"2004-11-17";"15:10:00";"2";\N;"3";"49.707801819";"1.399009943";"461.66900635";"0";"256.43701172";"0.0034209101";"2.3154399395";"0";"0.1720799953";"1.5267499685";"0.3162879944";\N;\N;\N;"0.8210999966";"20.838699341";"6.0089998245"
"269";"1304";"13129";"2004-11-17";"12:45:00";"0";"0.200000003";"8.1999998093";"51.254699707";"1.8435399532";"546.67297363";"0.9729149938";"284.00100708";"0.0034209101";"2.7502200603";"0";"0.1753029972";"1.5567500591";"0.3314499855";"1.2503700256";"5.1577701569";\N;"1.7388000488";"96.645202637";"7.1710000038"
"270";"1304";"13129";"2004-11-17";"12:45:00";"7";\N;"8.1999998093";"36.946498871";"1.1836400032";"323.73800659";"0";"159.62399292";"0.0034209101";"2.7369101048";"0";"0.1746580005";"1.5842499733";"0.3438540101";\N;\N;\N;"1.6421999931";"72.258102417";"8.6160001755"
"271";"1308";"13130";"2005-03-16";"16:00:00";"0";\N;"1.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.6028559804";"0.7569190264";\N;"0.0464426987";"23.451599121";"5.0289998055"
"272";"1311";"13130";"2005-08-23";"15:40:00";"0";\N;"0.6000000238";"21.43460083";"0.9978039861";"208.79899597";"49.1833992";"0.1759870052";\N;"2.4110400677";"0";"0.8964779973";"1.4494600296";"3.2809300423";"2.0198299885";"0.7213659883";\N;"0.0470867008";"7.1935501099";"4.2620000839"
"273";"1308";"13131";"2005-03-15";"09:27:00";"0";"0.8999999762";"72.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"2.7195498943";"1.0878200531";\N;"0.0464426987";"15.580599785";"4.4310002327"
"274";"1308";"13131";"2005-03-15";"09:27:00";"70";\N;"72.5";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.1393280029";"5.5806498528";"5.853000164"
"275";"1308";"13132";"2005-03-15";"11:50:00";"0";"0.5";"68.699996948";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.8181400299";"0.6468740106";\N;"0.6501970291";"3.0322599411";"4.2030000687"
"276";"1308";"13132";"2005-03-15";"11:50:00";"65";\N;"68.699996948";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.3250989914";"11.032299995";"4.4060001373"
"277";"1308";"13133";"2005-03-15";"14:30:00";"0";"0.6999999881";"40.599998474";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"3.4831700325";"0.6698399782";\N;"0.0928853005";"9.774189949";"4.1319999695"
"278";"1308";"13133";"2005-03-15";"14:30:00";"39";\N;"40.599998474";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.0928853005";"13.258099556";"4.0399999619"
"279";"1308";"13134";"2005-03-15";"13:23:00";"0";"1.25";"33.599998474";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"6.5070199966";"0.8076360226";\N;"0.0464426987";"3.9032299519";"4.248000145"
"280";"1308";"13134";"2005-03-15";"13:23:00";"32";\N;"33.599998474";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.0464426987";"36.290298462";"5.6259999275"
"281";"1308";"13135";"2005-03-16";"09:38:00";"0";"0.3000000119";"49";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.4736499786";"3.9467000961";\N;"0.1393280029";"4.2903199196";"4.2859997749"
"282";"1308";"13135";"2005-03-16";"09:38:00";"47";\N;"49";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.0464426987";"27.322599411";"4.0720000267"
"283";"1308";"13136";"2005-03-16";"10:26:00";"0";"0.5";"29";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"1.7913399935";"0.5986459851";\N;"0.0464426987";"11.193499565";"4.1490001678"
"284";"1308";"13136";"2005-03-16";"10:26:00";"27";\N;"29";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.2786560059";"24.193500519";"3.7379999161"
"285";"1308";"13140";"2005-03-16";"11:24:00";"0";"0.200000003";"35";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.5090780258";"0";\N;"0.0464426987";"32.161300659";"4.765999794"
"286";"1308";"13140";"2005-03-16";"11:24:00";"34";\N;"35";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.3715409935";"14.774200439";"4.5339999199"
"287";"1308";"13141";"2005-03-17";"16:20:00";"0";"0.200000003";"16.799999237";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.1786240041";"5.4792900085";\N;"0.2322130054";"26.064500809";"4.4210000038"
"288";"1308";"13141";"2005-03-17";"16:20:00";"15";\N;"16.799999237";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.3715409935";"9.9677400589";"4.4569997787"
"289";"1308";"13142";"2005-03-17";"15:13:00";"0";"0.200000003";"9";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0";"3.2866799831";\N;"0.0928853005";"42.516101837";"4.2119998932"
"290";"1308";"13142";"2005-03-17";"15:13:00";"8";\N;"9";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.1393280029";"66.483901978";"4.382999897"
"291";"1308";"13143";"2005-03-17";"13:40:00";"0";"0.200000003";"4";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0";"6.9484701157";\N;"0.0464426987";"6.6128997803";"4.3249998093"
"292";"1308";"13143";"2005-03-17";"13:40:00";"3";\N;"4";\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;"0.7430830002";"22.677400589";"4.2829999924"
"293";"1311";"13144";"2005-08-21";"09:30:00";"0";"3.7999999523";"78.400001526";"42.617298126";"1.497320056";"173.60299683";"8.1655502319";"0.1675949991";\N;"2.5767500401";"5.0016498566";"0.8609179854";"1.444849968";"3.4440300465";"1.8219599724";"0.4662089944";\N;"0.3296070099";"5.6774201393";"3.8880000114"
"294";"1311";"13144";"2005-08-21";"09:30:00";"75";\N;"78.400001526";"55.173000336";"1.2730599642";"2.4996800423";"7.1866002083";"0.181280002";\N;"2.2442901134";"206.73500061";"0.9812759757";"1.5935499668";"3.4991300106";\N;\N;\N;"0.2354329973";"5";"7.0510001183"
"295";"1311";"13145";"2005-08-21";"11:15:00";"0";"3.2999999523";"57";"36.269500732";"1.1281900406";"193.95100403";"6.3708200455";"0.1660680026";\N;"2.4100000858";"0.4168039858";"0.8985300064";"1.4893499613";"3.6261000633";"1.8398300409";"0.5046129823";\N;"0.0470867008";"8.5161304474";"3.9590001106"
"296";"1311";"13145";"2005-08-21";"11:15:00";"57";\N;"57";"37.108798981";"1.401829958";"299.11801147";"6.990819931";"0.1969330013";\N;"2.6795299053";"0";"0.862285018";"1.6237499714";"4.186920166";\N;\N;\N;"0.0470867008";"7.0645198822";"4.3260002136"
"297";"1311";"13146";"2005-08-21";"12:55:00";"0";"3.0999999046";"28.700000763";"29.694299698";"1.3033100367";"221.022995";"8.4918699265";"0.2229409963";\N;"2.5856699944";"10.836899757";"0.9737539887";"1.5154000521";"3.6753599644";"1.5897500515";"0.2420359999";\N;"0.1883469969";"7.1290302277";"3.9260001183"
"298";"1311";"13146";"2005-08-21";"12:55:00";"28";\N;"28.700000763";"29.140499115";"1.1519099474";"375.08898926";"8.1002902985";"0.1996680051";\N;"2.4729199409";"0";"0.8889560103";"1.4958000183";"3.7290000916";\N;\N;\N;"0.0470867008";"5.8709697723";"4.3060002327"
"299";"1311";"13147";"2005-08-21";"12:10:00";"0";"3.2999999523";"25";"23.626300812";"1.3187999725";"217.87800598";"17.954999924";"0.207911998";\N;"2.836329937";"0";"1.0947999954";"1.5264600515";"3.6246399879";"1.3932700157";"0.3072330058";\N;"0.9888200164";"14.290300369";"3.867000103"
"300";"1311";"13147";"2005-08-21";"12:10:00";"23";\N;"25";"62.80329895";"1.435649991";"88.409500122";"9.4708099365";"0.0859052017";\N;"2.6963100433";"55.851799011";"0.9949529767";"1.7152700424";"3.7658500671";\N;\N;\N;"0.6121270061";"12.12899971";"5.2270002365"
"301";"1311";"13148";"2005-08-23";"08:15:00";"0";"1";"40.5";"36.741600037";"2.560849905";"227.96499634";"10.25399971";"0.273905009";\N;"3.7047200203";"12.504099846";"0.9703339934";"1.738319993";"4.321559906";"2.3310399055";"0.594817996";\N;"0.0470867008";"10.032299995";"4.4369997978"
"302";"1311";"13148";"2005-08-23";"08:15:00";"29";\N;"40.5";"30.976699829";"1.5301699638";"312.4460144";"19.488700867";"0.523679018";\N;"3.385890007";"0";"0.9812759757";"1.6871399879";"4.0865797997";\N;\N;\N;"0.0470867008";"9.9354801178";"4.6539998055"
"303";"1311";"13149";"2005-08-23";"09:20:00";"0";"2.5";"22.100000381";"25.112699509";"2.0673799515";"139.97200012";"15.213999748";"0.1667190045";\N;"2.9548399448";"8.7528896332";"0.9354580045";"1.4662899971";"3.6407001019";"2.4672400951";"0.3538990021";\N;"0.2354329973";"6.6774201393";"3.8389999866"
"304";"1311";"13149";"2005-08-23";"09:20:00";"21";\N;"22.100000381";"38.805099487";"0.9292330146";"305.86700439";"10.808699608";"0.1063959971";\N;"1.9527299404";"81.693702698";"0.807577014";"1.1241799593";"2.5358500481";\N;\N;\N;"0.3296070099";"13.290300369";"4.0390000343"
"305";"1311";"13150";"2005-08-24";"10:40:00";"0";"2.0999999046";"24";"20.968200684";"2.1835699081";"196.18699646";"10.090800285";"0.1805289984";\N;"3.3418400288";"0.8336089849";"1.1077899933";"1.5905499458";"4.0942401886";"1.8219599724";"0.4849640131";\N;"0.6121270061";"9.6774196625";"4.3189997673"
"306";"1311";"13150";"2005-08-24";"10:40:00";"24";\N;"24";"22.746099472";"2.9368000031";"449.69198608";"37.174999237";"0.2148369998";\N;"3.4608800411";"48.766101837";"1.0332499743";"1.284629941";"2.9758899212";\N;\N;\N;"0.8004729748";"14.09679985";"4.4359998703"
"307";"1311";"13151";"2005-08-22";"13:30:00";"0";"0.3000000119";"30.200000763";"28.825799942";"1.397390008";"296.38000488";"24.220300674";"0.4457559884";\N;"2.9217998981";"47.932498932";"1.0797499418";"1.6654700041";"3.9070599079";"0.3125919998";"7.2990198135";\N;"0.470867008";"13.580599785";"4.4959998131"
"308";"1311";"13151";"2005-08-22";"13:30:00";"29";\N;"30.200000763";"24.343200684";"3.4866700172";"303.20300293";"8.3287096024";"0.3253450096";\N;"4.46352005";"25.425100327";"1.1125799417";"1.7115800381";"4.0435199738";\N;\N;\N;"0.0470867008";"6.9677400589";"4.8619999886"
"309";"1311";"13152";"2005-08-22";"12:35:00";"0";"0.200000003";"8.6999998093";"49.991001129";"1.4071099758";"265.64801025";"9.3402900696";"0.2396129966";\N;"2.4440801144";"67.939102173";"1.0824899673";"1.6182099581";"3.6053099632";"2.893709898";"0.8949059844";\N;"0.3766930103";"19.161300659";"4.6620001793"
"310";"1311";"13152";"2005-08-22";"12:35:00";"8";\N;"8.6999998093";"50.16009903";"1.4031800032";"271.95599365";"10.580300331";"0.2562890053";\N;"2.4849801064";"66.271896362";"1.0530799627";"1.6391899586";"3.630120039";\N;\N;\N;"0.0470867008";"15.677399635";"4.6869997978"
"311";"1311";"13153";"2005-08-22";"11:22:00";"0";"0.200000003";"1";"48.57460022";"1.5514600277";"272.7789917";"7.8392400742";"0.2497159988";\N;"2.5657401085";"41.263599396";"1.1454000473";"1.8300700188";"4.3974499702";"2.3221099377";"1.6165499687";\N;"0.4237799942";"24.61289978";"4.8270001411"
"312";"1311";"13154";"2005-08-22";"10:40:00";"0";"0.200000003";"1.5";"57.545501709";"1.6487699747";"271.31698608";"9.6666002274";"0.2546739876";\N;"2.899780035";"4.5848498344";"1.1084699631";"1.6972899437";"4.225230217";"2.1166899204";"1.5406299829";\N;"1.0829900503";"44.451599121";"4.5359997749"
"313";"1406";"14085";"2006-03-28";"10:32:00";"0";\N;"1";"33.459899902";"1.204679966";"171.95599365";"7.7087101936";"0.1773940027";\N;"2.5951099396";"0";"1.5181000233";"1.2166199684";"3.6436200142";\N;\N;\N;"0.2883999944";"24.451599121";"3.8180000782"
"314";"1406";"14086";"2006-03-28";"15:37:00";"0";"4.1999998093";"51";"42.518199921";"1.2053099871";"150.28199768";"11.88560009";"0.1717009991";\N;"2.6134600639";"0";"1.5529799461";"1.2505099773";"3.7300899029";\N;\N;\N;"0.7210000157";"12.967700005";"4.0040001869"
"315";"1406";"14086";"2006-03-28";"15:37:00";"45";\N;"51";"45.246200562";"1.7856800556";"281.1619873";"7.0560798645";"0.3110429943";\N;"3.1923899651";"9.1696996689";"1.6870100498";"1.6059999466";"4.4934201241";\N;\N;\N;"0.2883999944";"16.774200439";"4.2319998741"
"316";"1406";"14087";"2006-03-28";"15:00:00";"0";"5";"39";"23.171600342";"1.101369977";"131.09500122";"6.72976017";"0.1598660052";\N;"2.4592900276";"0";"1.4804899693";"1.5612699986";"4.3905200958";\N;\N;\N;"0.7690669894";"19.38710022";"4.9239997864"
"317";"1406";"14087";"2006-03-28";"15:00:00";"38";\N;"39";"41.165901184";"1.1152100563";"156.50300598";"6.795030117";"0.1734520048";\N;"2.2516300678";"5.0016498566";"1.4073200226";"1.4635299444";"4.0942401886";\N;\N;\N;"0.4325999916";"19.064500809";"4.2210001945"
"318";"1406";"14088";"2006-03-29";"12:40:00";"0";"3.5";"55.5";"26.266799927";"1.6887099743";"203.29400635";"9.5360803604";"0.2106190026";\N;"3.0445098877";"0.8336089849";"1.6897499561";"1.5112500191";"4.3857798576";"0.3774060011";\N;\N;"0.1441999972";"13.12899971";"4.5009999275"
"319";"1406";"14088";"2006-03-29";"12:40:00";"54.5";\N;"55.5";"40.017501831";"1.1761100292";"188.88699341";"12.375";"0.1792329997";\N;"2.5851399899";"0.8336089849";"1.5461399555";"1.1919599771";"3.5056900978";"0";\N;\N;"0.2403330058";"17.451599121";"4.3850002289"
"320";"1409";"14088";"2006-03-29";"12:40:00";"0";"6.5999999046";"55.5";"35.348499298";"1.2521500587";"137.71600342";"8.3613395691";"0.1495350003";\N;"2.747699976";"10.003299713";"1.6480300426";"1.2827899456";"3.6669700146";"0.416478008";\N;\N;"0.4923329949";"5.5161299706";"4.1859998703"
"321";"1409";"14088";"2006-03-29";"12:40:00";"54";\N;"55.5";"40.874401093";"2.4242899418";"150.38900757";"6.72976017";"0.1802130044";\N;"2.9784400463";"4.5848498344";"1.6165800095";"1.2813999653";"3.650190115";"0";\N;\N;"0.6892669797";"5.4193501472";"4.5819997787"
"322";"1406";"14089";"2006-03-29";"11:15:00";"0";"2.2000000477";"6.8000001907";"38.531101227";"1.221570015";"168.03599548";"11.004500389";"0.1712770015";\N;"2.5987799168";"0";"1.5522899628";"1.1878099442";"3.522840023";"0";\N;\N;"0.2403330058";"17.838699341";"4.3649997711"
"323";"1406";"14089";"2006-03-29";"11:15:00";"1.5";\N;"6.8000001907";"49.682098389";"1.527780056";"245.44000244";"8.720290184";"0.2134130001";\N;"3.0182900429";"0";"1.6569199562";"1.3003100157";"3.8081800938";"0";\N;\N;"0.3364669979";"15.322600365";"4.3779997826"
"324";"1409";"14090";"2006-08-10";"16:55:00";"0";\N;"1.5";"50.766300201";"1.2521400452";"156.89900208";"7.5129199028";"0.1575600058";\N;"2.9595599174";"1.2504099607";"1.685649991";"1.250970006";"3.5235700607";"0";\N;\N;"0.3440000117";"4.7419400215";"4.0980000496"
