"idIonsNaAguaIntersticialDoSedimento";"idCampanha";"idSitio";"profundidade";"batimetria";"F";"Cl";"NO2";"Br";"NO3";"PO4";"SO4";"Na";"NH4";"K";"Mg";"Ca";"acetato";"dataMedida";"horaMedida"
"264";"810";"8138";"2.5";"14.899999619";"261.93099976";"15.312399864";"0.2445179969";"36.125099182";"88.49949646";"8.4178104401";"527.10998535";"22.226900101";"167.44200134";"5.3958601952";"1.8720200062";"3.1782400608";\N;"2004-07-14";\N
"265";"810";"8138";"3.5";"14.899999619";"324.36099243";"3.0268900394";"0.5391169786";"39.35200119";"22.73679924";"15.838000298";"307.3039856";"14.447600365";"320.04699707";"2.460750103";"3.0553600788";"4.4074702263";\N;"2004-07-14";\N
"266";"810";"8139";"0.5";"46.5";"149.19799805";"3.3254899979";"4.3689098358";"8.6964902878";"25.310100555";"3.4710099697";"509.09799194";"7.9102702141";"482.19000244";"2.256180048";"4.3382601738";"4.7572598457";\N;"2004-07-16";\N
"267";"810";"8139";"1.5";"46.5";"229.59399414";"1.6038099527";"1.1283199787";"49.032699585";"18.447900772";"2.6465399265";"433.65301514";"10.808300018";"501.26599121";"2.3896000385";"3.0898199081";"3.6579399109";\N;"2004-07-16";\N
"268";"810";"8139";"2.5";"46.5";"317.62399292";"3.9684200287";"2.6013100147";"66.780700684";"17.590099335";"3.4710099697";"267.88500977";"13.459300041";"878.01098633";"3.0121901035";"4.2310299873";"4.9496397972";\N;"2004-07-16";\N
"269";"1004";"10071";"0.5";"21.600000381";"58.039901733";"1.487349987";"0";"47.869300842";"23.63999939";"11.035400391";"240.16799927";"0.957431972";"3175.6499023";"1.8832099438";"0.4707430005";"1.9457900524";\N;"2003-11-25";\N
"270";"1004";"10071";"1.5";"21.600000381";"88.764503479";"1.8082000017";"0";"50";"33.944000244";"26.679000854";"219.70700073";"0.9502649903";"2908.4499512";"1.4917099476";"0.4181990027";"1.8548400402";\N;"2003-11-25";\N
"271";"1004";"10071";"2.5";"21.600000381";"64.83480072";"2.4138000011";"0";"104.27899933";"15.05340004";"4.331029892";"144.46400452";"0.9359319806";"1305.2600098";"1.3390799761";"0.3369950056";"1.9877599478";\N;"2003-11-25";\N
"272";"1004";"10071";"3.5";"21.600000381";"58.039901733";"3.4576900005";"0";"47.869300842";"46.346801758";"4.331029892";"211.1269989";"1.4347100258";"1548.1700439";"1.7504999638";"0.4349179864";"2.382999897";\N;"2003-11-25";\N
"273";"1004";"10071";"4.5";"21.600000381";"124.21600342";"2.8442800045";"0";"65.682998657";"22.113500595";"4.331029892";"125.32299805";"1.3816800117";"1050.2099609";"1.1333800554";"0.2080249935";"1.5015699863";\N;"2003-11-25";\N
"274";"1004";"10072";"0.5";"45";"63.65309906";"0.916903019";"0";"29.065999985";"15.816699982";"12.823300362";"163.11000061";"1.0420000553";"1766.7900391";"1.7239500284";"0.3752090037";"2.1346600056";\N;"2003-11-25";\N
"275";"1004";"10072";"1.5";"45";"82.856002808";"1.7612299919";"0";"16.200500488";"47.110099792";"5.6719098091";"231.42300415";"0.6564429998";"2216.1699219";"1.8832099438";"0.759732008";"2.7327699661";\N;"2003-11-25";\N
"276";"1004";"10072";"2.5";"45";"128.05700684";"2.4273200035";"0";"25.107400894";"73.060699463";"4.331029892";"217.39700317";"1.416079998";"2009.6999512";"1.830129981";"0.5447810292";"2.6103498936";\N;"2003-11-25";\N
"277";"1004";"10072";"3.5";"45";"128.352005";"2.1472299099";"0";"35";"82.601303101";"4.331029892";"86.051300049";"2.0051600933";"588.68597412";"2.6993999481";"0.4205879867";"2.1311600208";\N;"2003-11-25";\N
"278";"1004";"10073";"0.5";"16";"220.82099915";"4.0208301544";"0";"25.107400894";"146.14199829";"4.331029892";"303.20098877";"2.3950099945";"734.43103027";"1.9827500582";"0.8385480046";"3.4498100281";\N;"2003-11-25";\N
"279";"1004";"10073";"1.5";"16";"153.75900269";"4.3613300323";"0";"16.200500488";"120.95500183";"4.331029892";"279.60501099";"1.3444199562";"73.722396851";"1.2727299929";"0.5089560151";"2.2955598831";\N;"2003-11-25";\N
"280";"1004";"10073";"2.5";"16";"110.62599945";"5.5260400772";"0";"0";"105.69000244";"4.331029892";"153.20899963";"2.2667300701";"82.224197388";"1.0139299631";"0.4850730002";"2.3340299129";\N;"2003-11-25";\N
"281";"1004";"10073";"3.5";"16";"243.56900024";"8.3455295563";"0";"0";"55.50579834";"5.6719098091";"678.09802246";"2.706029892";"1924.6800537";"1.830129981";"0.9388579726";"2.358520031";\N;"2003-11-25";\N
"282";"1004";"10074";"1";"16.399999619";"66.902801514";"1.6136599779";"0.7236989737";"40.941699982";"47.110099792";"4.331029892";"97.436798096";"0.9158660173";"260.76098633";"0.7949569821";"0.2056369931";"1.5470399857";\N;"2003-11-26";\N
"283";"1004";"10074";"3";"16.399999619";"28.49710083";"1.0581300259";"0";"69.64150238";"21.922700882";"12.823300362";"122.84799957";"0.5718790293";"1378.1400146";"1.5116100311";"0.7621210217";"5.2616300583";\N;"2003-11-26";\N
"284";"1004";"10075";"0.5";"40.099998474";"114.76200104";"1.8303799629";"0";"15.210900307";"28.98279953";"5.2249498367";"497.57998657";"1.3702199459";"564.39599609";"1.6708699465";"0.3250539899";"2.1626400948";\N;"2003-11-26";\N
"285";"1004";"10075";"1.5";"40.099998474";"96.150299072";"1.7074500322";"0";"0";"75.54119873";"6.1188697815";"474.64401245";"1.1580899954";"795.15802002";"1.5447900295";"0.3704319894";"2.197619915";\N;"2003-11-26";\N
"286";"1004";"10075";"2.5";"40.099998474";"102.94499969";"1.7682800293";"0.2367420048";"0";"57.032398224";"6.4317398071";"440.98199463";"1.0577600002";"1329.5500488";"1.7704000473";"0.3728210032";"2.1346600056";\N;"2003-11-26";\N
"287";"1004";"10076";"0.5";"14.300000191";"175.32499695";"2.8873701096";"0";"16.200500488";"68.67199707";"10.141500473";"771.32702637";"2.0897200108";"1171.6600342";"2.0955500603";"0.3871510029";"1.9527800083";\N;"2003-11-26";\N
"288";"1004";"10076";"1.5";"14.300000191";"45.927398682";"0.857039988";"0.6425390244";"39.952098846";"10.283100128";"8.3536596298";"79.450996399";"1.1251300573";"309.34298706";"0.9807559848";"0.5041800141";"2.3969900608";\N;"2003-11-26";\N
"289";"1004";"10076";"2.5";"14.300000191";"275.77099609";"2.2579100132";"2.3468899727";"14.221199989";"12.191200256";"7.9067001343";"264.7539978";"1.1967899799";"1426.7199707";"1.7969499826";"0.9054219723";"3.95697999";\N;"2003-11-26";\N
"290";"1004";"10077";"0.5";"8.3000001907";"94.673103333";"2.5888199806";"0";"83.49659729";"26.883899689";"8.800620079";"205.51699829";"1.2354899645";"1876.0999756";"1.9097499847";"1.0606600046";"3.9289999008";\N;"2003-11-26";\N
"291";"1004";"10077";"1.5";"8.3000001907";"228.79800415";"4.2337498665";"5.1874699593";"11.252300262";"80.502403259";"18.633699417";"272.17999268";"1.2125600576";"1123.0799561";"1.9528900385";"0.6450920105";"4.0829000473";\N;"2003-11-26";\N
"292";"1004";"10077";"2.5";"8.3000001907";"152.28199768";"4.101940155";"1.9410899878";"28.076299667";"171.32899475";"9.6945400238";"311.45098877";"1.506379962";"880.17498779";"1.7903100252";"0.6785290241";"3.4270699024";\N;"2003-11-26";\N
"293";"1004";"10077";"3.5";"8.3000001907";"169.71200562";"3.0181701183";"27.587499619";"31.04529953";"77.640197754";"13.717200279";"194.62600708";"2.0094599724";"2580.5300293";"1.9363000393";"0.6450920105";"2.9846100807";\N;"2003-11-26";\N
"294";"1004";"10077";"4.5";"8.3000001907";"226.58200073";"5.5507597923";"0";"25.602199554";"114.46700287";"6.5658302307";"233.6499939";"2.2265999317";"704.06799316";"1.1565999985";"0.6749460101";"3.1559998989";\N;"2003-11-26";\N
"295";"1004";"10078";"0.5";"16.299999237";"195.1190033";"0.7903760076";"0";"0";"30.890899658";"4.331029892";"359.79800415";"0.9330660105";"3345.6899414";"3.3895199299";"1.3209899664";"3.7366199493";\N;"2003-11-26";\N
"296";"1004";"10078";"1.5";"16.299999237";"138.69200134";"1.8315700293";"0";"0";"24.784900665";"4.331029892";"382.23901367";"1.1036299467";"2289.0400391";"2.5799601078";"0.8719850183";"2.6838099957";\N;"2003-11-26";\N
"297";"1004";"10078";"2.5";"16.299999237";"72.811401367";"1.3083100319";"0";"8.2833595276";"9.1382398605";"4.331029892";"335.04699707";"0.8886340261";"2544.0900879";"1.9363000393";"0.7860040069";"2.6628201008";\N;"2003-11-26";\N
"298";"1004";"10078";"3.5";"16.299999237";"66.31199646";"2.2642500401";"0.1555829942";"0";"16.007499695";"4.331029892";"385.54000854";"1.132439971";"1706.0600586";"1.9363000393";"0.6331499815";"2.382999897";\N;"2003-11-26";\N
"299";"1004";"10078";"4.5";"16.299999237";"91.423400879";"2.732749939";"0";"0";"22.113500595";"4.331029892";"411.4460144";"1.4146499634";"1548.1700439";"2.1486399174";"0.6188200116";"2.3934900761";\N;"2003-11-26";\N
"300";"1007";"10100";"0.5";"17.5";"75.540000916";"1.2300000191";"1.7200000286";"36.130001068";"8.4399995804";"9.2399997711";"186.69999695";"3.6700000763";"1230.9100342";"1.6499999762";"0.2899999917";"0.3400000036";\N;"2004-03-23";\N
"301";"1007";"10100";"1.5";"17.5";"150.1000061";"1.6699999571";"0.8299999833";"29.670000076";"5.3000001907";"4.3000001907";"325.32000732";"4.8699998856";"811.25";"1.25";"0.3600000143";"0.3700000048";\N;"2004-03-23";\N
"302";"1007";"10100";"2.5";"17.5";"122.25";"2.0299999714";"1.4199999571";"24.829999924";"7.5799999237";"3.4700000286";"241.25999451";"4.8499999046";"1092.6099854";"1.7100000381";"0.2800000012";"0.4099999964";\N;"2004-03-23";\N
"303";"1007";"10100";"3.5";"17.5";"177.03999329";"2.4200000763";"0.5400000215";"19.989999771";"7.3000001907";"2.6500000954";"153.53999329";"6.1999998093";"830.32000732";"1.5199999809";"0.2099999934";"0.4300000072";\N;"2004-03-23";\N
"304";"1007";"10101";"0.5";"18.700000763";"109.23000336";"1.1599999666";"0.5400000215";"28.059999466";"3.5799999237";"9.2399997711";"129";"4.6300001144";"1035.3900146";"2.0399999619";"0.6000000238";"0.0799999982";\N;"2004-03-23";\N
"305";"1007";"10101";"1.5";"18.700000763";"183.33000183";"3.6500000954";"0.2399999946";"24.829999924";"11.300000191";"3.4700000286";"255.88000488";"8.0600004196";"682.48999023";"1.6799999475";"0.3199999928";"0.4799999893";\N;"2004-03-23";\N
"306";"1007";"10101";"2.5";"18.700000763";"200.3999939";"4.4099998474";"-0.050000001";"52.259998322";"22.739999771";"15.010000229";"212.02000427";"14.760000229";"501.26998901";"1.9400000572";"0.4399999976";"0.8999999762";\N;"2004-03-23";\N
"307";"1007";"10101";"3.5";"18.700000763";"313.57998657";"7.1500000954";"-0.050000001";"39.349998474";"25.020000458";"8.4200000763";"135.27000427";"8.8699998856";"248.50999451";"0.8399999738";"0.200000003";"0.4799999893";\N;"2004-03-23";\N
"308";"1010";"10101";"0.5";"17.5";"73.290000916";"1.1399999857";"-0.050000001";"19.989999771";"6.4400000572";"2.6500000954";"397.63000488";"4.6199998856";"701.55999756";"2.1099998951";"0.7300000191";"0.7699999809";\N;"2004-07-19";\N
"309";"1010";"10101";"1.5";"17.5";"218.36999512";"3.8499999046";"0.2399999946";"10.31000042";"22.450000763";"2.6500000954";"475.94000244";"10.569999695";"620.48999023";"2.5899999142";"0.4399999976";"0.7099999785";\N;"2004-07-19";\N
"310";"1010";"10101";"2.5";"17.5";"178.83999634";"2.0199999809";"1.4199999571";"24.829999924";"10.43999958";"3.4700000286";"150.92999268";"7.7800002098";"1111.6899414";"2.5099999905";"0.3300000131";"0.5099999905";\N;"2004-07-19";\N
"311";"1010";"10101";"3.5";"17.5";"209.83000183";"5.3299999237";"0.5400000215";"40.970001221";"16.159999847";"4.3000001907";"129.78999329";"14.100000381";"858.94000244";"2.6700000763";"0.2800000012";"0.4600000083";\N;"2004-07-19";\N
"312";"1007";"10102";"0.5";"50.200000763";"293.82000732";"3.8599998951";"2.5999999046";"5.4699997902";"53.900001526";"10.069999695";"435.22000122";"15.399999619";"238.97999573";"1.9600000381";"0.4900000095";"1.0599999428";\N;"2004-03-22";\N
"313";"1007";"10102";"1.5";"50.200000763";"153.24000549";"3.8699998856";"7.9000000954";"10.31000042";"33.599998474";"7.5900001526";"386.92001343";"10.909999847";"591.88000488";"2.1199998856";"0.3199999928";"0.7799999714";\N;"2004-03-22";\N
"314";"1007";"10102";"2.5";"50.200000763";"183.33000183";"7.1399998665";"18.799999237";"10.31000042";"54.759998322";"8.4200000763";"334.19000244";"16.149999619";"768.33001709";"2.4300000668";"0.4600000083";"0.8799999952";\N;"2004-03-22";\N
"315";"1007";"10102";"3.5";"50.200000763";"292.92001343";"9.6000003815";"14.680000305";"8.6999998093";"172.8500061";"10.069999695";"647.46002197";"26.709999084";"329.57998657";"4.2199997902";"0.6000000238";"2.5499999523";\N;"2004-03-22";\N
"316";"1010";"10102";"0.5";"47";"80.480003357";"1.3899999857";"0.2399999946";"37.740001678";"5.8699998856";"5.9400000572";"174.94999695";"3.3800001144";"1269.0600586";"2.4000000954";"0.6899999976";"0.9300000072";\N;"2004-07-20";\N
"317";"1010";"10102";"1.5";"47";"68.349998474";"1.3600000143";"-0.050000001";"24.829999924";"15.869999886";"2.6500000954";"187.47999573";"3.4400000572";"1226.1400146";"1.8099999428";"0.5299999714";"0.8500000238";\N;"2004-07-20";\N
"318";"1010";"10102";"2.5";"47";"93.510002136";"1.7699999809";"-0.050000001";"7.0799999237";"17.020000458";"3.4700000286";"358.20999146";"4.7800002098";"1016.3099976";"1.7599999905";"0.4499999881";"0.8100000024";\N;"2004-07-20";\N
"319";"1010";"10102";"3.5";"47";"465.39001465";"5.3899998665";"3.1900000572";"23.219999313";"25.879999161";"4.3000001907";"236.55999756";"16.340000153";"339.11999512";"1.9299999475";"0.5299999714";"0.9800000191";\N;"2004-07-20";\N
"320";"1007";"10103";"0.5";"44";"135.72000122";"1.8799999952";"20.280000687";"10.31000042";"35.599998474";"5.1199998856";"308.86999512";"6.8899998665";"620.48999023";"1.6900000572";"0.6499999762";"0.7200000286";\N;"2004-03-22";\N
"321";"1007";"10103";"1.5";"44";"137.97000122";"2.5399999619";"8.1999998093";"26.440000534";"30.170000076";"6.7699999809";"256.14001465";"8.6000003815";"849.40002441";"2.1900000572";"0.349999994";"0.9100000262";\N;"2004-03-22";\N
"322";"1007";"10103";"2.5";"44";"215.66999817";"5.1199998856";"4.6599998474";"13.539999962";"66.199996948";"21.61000061";"381.70001221";"7.0799999237";"215.13000488";"1.1200000048";"0.2700000107";"0.5099999905";\N;"2004-03-22";\N
"323";"1007";"10103";"3.5";"44";"349.95999146";"3.4200000763";"5.5500001907";"8.6999998093";"42.470001221";"7.5900001526";"333.41000366";"9.8900003433";"1641.0400391";"2.4400000572";"2.5";"3.2999999523";\N;"2004-03-22";\N
"324";"1007";"10104";"0.5";"44";"133.02999878";"1.7200000286";"11.43999958";"16.760000229";"27.030000687";"3.4700000286";"249.86999512";"1.3999999762";"663.40997314";"0.4900000095";"0.2399999946";"0.4199999869";\N;"2004-03-22";\N
"325";"1007";"10104";"1.5";"44";"156.83000183";"2.0299999714";"17.629999161";"37.740001678";"33.599998474";"5.9400000572";"314.08999634";"2.0099999905";"882.7800293";"0.5199999809";"0.1000000015";"0.1199999973";\N;"2004-03-22";\N
"326";"1007";"10104";"2.5";"44";"135.72000122";"2.5499999523";"67.410003662";"81.300003052";"27.879999161";"20.780000687";"346.45999146";"2.4500000477";"1106.9200439";"0.7300000191";"0.1899999976";"0.200000003";\N;"2004-03-22";\N
"327";"1007";"10104";"3.5";"44";"170.75999451";"2.1600000858";"94.519996643";"21.600000381";"31.600000381";"21.61000061";"523.46002197";"3.8199999332";"1149.8399658";"1.2200000286";"0.1299999952";"0.1599999964";\N;"2004-03-22";\N
"328";"1007";"10105";"0.5";"23.299999237";"45";"2.0099999905";"1.7200000286";"58.709999084";"27.600000381";"16.659999847";"576.45001221";"7.3800001144";"1159.3800049";"2.1800000668";"0.4799999893";"0.7400000095";\N;"2004-03-23";\N
"329";"1007";"10105";"1.5";"23.299999237";"124.05000305";"2.2400000095";"2.9000000954";"60.330001831";"30.739999771";"12.539999962";"295.82000732";"10.409999847";"572.79998779";"1.5";"0.3199999928";"0.0799999982";\N;"2004-03-23";\N
"330";"1007";"10105";"2.5";"23.299999237";"146.94999695";"4.5500001907";"1.4199999571";"78.069999695";"43.319999695";"4.3800001144";"265.54000854";"12.680000305";"925.70001221";"2.0999999046";"0.3000000119";"0.4600000083";\N;"2004-03-23";\N
"331";"1007";"10105";"3.5";"23.299999237";"121.80000305";"3.4100000858";"0.5400000215";"82.919998169";"37.599998474";"21.61000061";"325.05999756";"10.829999924";"1574.2700195";"2.1600000858";"0.3400000036";"0.5799999833";\N;"2004-03-23";\N
"332";"1007";"10106";"0.5";"14.199999809";"78.230003357";"2.25";"97.169998169";"40.970001221";"13.300000191";"3.4700000286";"89.589996338";"7.1199998856";"119.75";"1.3099999428";"0.2099999934";"0.6700000167";\N;"2004-03-24";\N
"333";"1007";"10106";"1.5";"14.199999809";"33.770000458";"1.3700000048";"44.729999542";"40.970001221";"7.0100002289";"9.2399997711";"103.41999817";"5.75";"253.27999878";"1.5";"0.1899999976";"0.6499999762";\N;"2004-03-24";\N
"334";"1007";"10106";"2.5";"14.199999809";"35.569999695";"3.4800000191";"11.140000343";"49.029998779";"10.43999958";"12.539999962";"97.680000305";"9.1899995804";"162.66999817";"1.0399999619";"0.1199999973";"0.7400000095";\N;"2004-03-24";\N
"335";"1007";"10106";"3.5";"14.199999809";"13.56000042";"1.4500000477";"3.4900000095";"53.869998932";"11.590000153";"12.539999962";"74.709999084";"5.5300002098";"386.80999756";"1.2999999523";"0.2599999905";"0.3899999857";\N;"2004-03-24";\N
"336";"1007";"10107";"0.5";"8.6999998093";"87.669998169";"1.5900000334";"3.7799999714";"15.149999619";"18.159999847";"5.9400000572";"364.73999023";"1.6599999666";"33.909999847";"0.4699999988";"0.1400000006";"0.2399999946";\N;"2004-03-24";\N
"337";"1007";"10107";"1.5";"8.6999998093";"106.08000183";"2.4300000668";"7.9000000954";"50.650001526";"32.459999084";"10.890000343";"906.15997314";"2.5699999332";"43.450000763";"0.3400000036";"0.2599999905";"0.200000003";\N;"2004-03-24";\N
"338";"1007";"10107";"2.5";"8.6999998093";"129.44000244";"3.0999999046";"6.4299998283";"50.650001526";"38.75";"4.3000001907";"180.69000244";"2.7799999714";"10.069999695";"0.2899999917";"0.2300000042";"0.0900000036";\N;"2004-03-24";\N
"339";"1007";"10107";"3.5";"8.6999998093";"91.260002136";"3.0499999523";"3.4900000095";"49.029998779";"35.319999695";"6.7699999809";"168.67999268";"1.8799999952";"52.990001678";"0.349999994";"0.2099999934";"0.1400000006";\N;"2004-03-24";\N
"340";"1007";"10108";"0.5";"18.600000381";"120.90000153";"3.7899999619";"2.5999999046";"5.4699997902";"71.059997559";"4.3000001907";"320.35998535";"16.420000076";"153.13000488";"1.8999999762";"0.7200000286";"2.1099998951";\N;"2004-03-23";\N
"341";"1007";"10108";"1.5";"18.600000381";"88.569999695";"1.6299999952";"3.4900000095";"16.760000229";"21.020000458";"2.6500000954";"320.61999512";"6.3099999428";"706.33001709";"2.2100000381";"0.4199999869";"0.9700000286";\N;"2004-03-23";\N
"342";"1007";"10108";"2.5";"18.600000381";"88.569999695";"1.4199999571";"4.0700001717";"13.539999962";"5.5799999237";"5.1199998856";"328.70999146";"4.9200000763";"1044.9200439";"1.6200000048";"0.5";"0.8100000024";\N;"2004-03-23";\N
"343";"1007";"10108";"3.5";"18.600000381";"116.41000366";"1.8799999952";"3.4900000095";"19.989999771";"8.4399995804";"10.069999695";"470.72000122";"6.5700001717";"982.92999268";"2.2999999523";"0.7799999714";"1.1200000048";\N;"2004-03-23";\N
"344";"1010";"10109";"0.5";"24.700000763";"147.8500061";"2.5699999332";"1.1299999952";"19.989999771";"7.3000001907";"2.2300000191";"382.23001099";"6.8699998856";"1130.7600098";"2.7100000381";"0.6299999952";"0.8999999762";\N;"2004-07-19";\N
"345";"1010";"10109";"1.5";"24.700000763";"213.86999512";"3.0099999905";"0.2399999946";"23.219999313";"15.300000191";"4.3000001907";"310.70001221";"8.8100004196";"1288.1400146";"3.3299999237";"0.7599999905";"1.0199999809";\N;"2004-07-19";\N
"346";"1010";"10109";"2.5";"24.700000763";"372.86999512";"5.9600000381";"0.8299999833";"15.149999619";"18.729999542";"3.4700000286";"448.79000854";"13.970000267";"1137.9200439";"3.1600000858";"0.6100000143";"0.8999999762";\N;"2004-07-19";\N
"347";"1010";"10109";"3.5";"24.700000763";"334.23999023";"5.25";"2.0099999905";"57.099998474";"12.729999542";"4.3000001907";"325.32000732";"9.1000003815";"1502.7399902";"2.1500000954";"1.1799999475";"1.8400000334";\N;"2004-07-19";\N
"348";"1010";"10110";"0.5";"42.5";"59.819999695";"1.7000000477";"0.2399999946";"49.029998779";"12.159999847";"16.659999847";"233.69000244";"4.0100002289";"1140.3000488";"2.5899999142";"0.4900000095";"0.9900000095";\N;"2004-07-21";\N
"349";"1010";"10110";"1.5";"42.5";"81.830001831";"1.3300000429";"-0.050000001";"47.419998169";"7.3000001907";"4.3000001907";"195.30999756";"4.3699998856";"954.30999756";"2.3199999332";"0.3799999952";"0.9200000167";\N;"2004-07-21";\N
"350";"1010";"10110";"2.5";"42.5";"269.11999512";"3.8299999237";"0.8299999833";"82.919998169";"9.3000001907";"3.4700000286";"371";"9.970000267";"1264.2900391";"3.3499999046";"0.5199999809";"1.0700000525";\N;"2004-07-21";\N
"351";"1010";"10110";"3.5";"42.5";"389.48999023";"4.3899998665";"14.390000343";"74.849998474";"15.869999886";"5.9400000572";"203.92999268";"10.840000153";"1116.4599609";"3.5499999523";"0.5400000215";"1.1900000572";\N;"2004-07-21";\N
"352";"1010";"10111";"0.5";"41.5";"81.379997253";"1.7100000381";"0.5400000215";"10.31000042";"6.7199997902";"1.8200000525";"200.00999451";"4.3800001144";"763.55999756";"2.0799999237";"0.3100000024";"0.6999999881";\N;"2004-07-21";\N
"353";"1010";"10111";"1.5";"41.5";"124.05000305";"1.5700000525";"1.1299999952";"13.539999962";"6.1500000954";"4.3000001907";"191.3999939";"5.0100002289";"816.01000977";"2.2100000381";"0.2899999917";"0.6399999857";\N;"2004-07-21";\N
"354";"1010";"10111";"2.5";"41.5";"458.6499939";"6.25";"0.5400000215";"8.6999998093";"26.739999771";"4.3000001907";"314.86999512";"16.36000061";"396.3500061";"2.3399999142";"0.3100000024";"0.7099999785";\N;"2004-07-21";\N
"355";"1010";"10111";"3.5";"41.5";"183.77999878";"3.9600000381";"1.4199999571";"11.920000076";"12.43999958";"3.4700000286";"186.17999268";"9.7299995422";"758.78997803";"2.7999999523";"0.3600000143";"0.8199999928";\N;"2004-07-21";\N
"356";"1010";"10112";"0.5";"10.100000381";"97.099998474";"2.6900000572";"2.0099999905";"26.440000534";"21.020000458";"3.4700000286";"209.92999268";"7.8600001335";"420.19000244";"2.5099999905";"0.7799999714";"1.0900000334";\N;"2004-07-19";\N
"357";"1010";"10112";"1.5";"10.100000381";"99.339996338";"2.1800000668";"1.7200000286";"16.760000229";"16.729999542";"2.6500000954";"211.24000549";"6.4699997902";"496.5";"1.8300000429";"0.5299999714";"0.8299999833";\N;"2004-07-19";\N
"358";"1010";"10112";"2.5";"10.100000381";"102.48999786";"1.5700000525";"17.329999924";"8.6999998093";"7.5799999237";"1.8200000525";"219.33000183";"6.2100000381";"782.63000488";"2.0199999809";"0.4600000083";"0.75";\N;"2004-07-19";\N
"359";"1010";"10112";"3.5";"10.100000381";"285.73999023";"1.1900000572";"2.3099999428";"21.600000381";"21.020000458";"4.3000001907";"262.14001465";"11.880000114";"1221.3699951";"3.4000000954";"0.8799999952";"1.5199999809";\N;"2004-07-19";\N
"360";"1010";"10113";"0.5";"23";"191.41999817";"4.4099998474";"3.1900000572";"95.819999695";"20.739999771";"4.3000001907";"119.08000183";"11.399999619";"291.42999268";"1.7100000381";"0.25";"0.8000000119";\N;"2004-07-20";\N
"361";"1010";"10113";"1.5";"23";"216.11999512";"3.4800000191";"0.8299999833";"141";"9.8699998856";"4.3000001907";"88.279998779";"10.069999695";"544.19000244";"1.6900000572";"0.3199999928";"0.8899999857";\N;"2004-07-20";\N
"362";"1010";"10113";"2.5";"23";"92.61000061";"4.2300000191";"0.2399999946";"157.13000488";"13.869999886";"8.4200000763";"230.02999878";"10.659999847";"525.10998535";"1.75";"0.1899999976";"0.6000000238";\N;"2004-07-20";\N
"363";"1010";"10113";"3.5";"23";"80.480003357";"3.2200000286";"-0.050000001";"171.6499939";"15.300000191";"6.7699999809";"160.58999634";"12.789999962";"839.85998535";"2.7999999523";"0.2700000107";"0.6800000072";\N;"2004-07-20";\N
"364";"1010";"10114";"0.5";"10.399999619";"109.66999817";"2.1700000763";"2.9000000954";"40.970001221";"4.4400000572";"2.6500000954";"55.38999939";"5.0500001907";"458.3500061";"1.4400000572";"0.4399999976";"0.8000000119";\N;"2004-07-20";\N
"365";"1010";"10114";"1.5";"10.399999619";"72.849998474";"0.9499999881";"2.5999999046";"42.580001831";"4.4400000572";"2.6500000954";"36.330001831";"4.0999999046";"625.26000977";"1.3999999762";"0.4499999881";"0.75";\N;"2004-07-20";\N
"366";"1010";"10114";"2.5";"10.399999619";"63.86000061";"1.5399999619";"4.6599998474";"49.029998779";"3.2899999619";"2.6500000954";"49.909999847";"3.7599999905";"844.63000488";"1.5700000525";"0.7099999785";"1.0599999428";\N;"2004-07-20";\N
"367";"1010";"10114";"3.5";"10.399999619";"58.020000458";"1.5199999809";"0.8299999833";"53.869998932";"3.8699998856";"3.4700000286";"50.950000763";"4.5199999809";"882.7800293";"1.6599999666";"0.4399999976";"0.7099999785";\N;"2004-07-20";\N
"368";"1010";"10115";"0.5";"16.700000763";"75.989997864";"1.4600000381";"1.4199999571";"37.740001678";"8.4399995804";"3.4700000286";"226.63999939";"3.8599998951";"963.84997559";"2.4500000477";"0.6100000143";"0.9900000095";\N;"2004-07-19";\N
"369";"1010";"10115";"1.5";"16.700000763";"181.53999329";"2.3800001144";"0.5400000215";"50.650001526";"6.7199997902";"3.4700000286";"258.23001099";"8.8299999237";"978.15997314";"2.9300000668";"0.7799999714";"1.2100000381";\N;"2004-07-19";\N
"370";"1010";"10115";"2.5";"16.700000763";"252.94999695";"4.3699998856";"-0.050000001";"39.349998474";"13.300000191";"4.3000001907";"189.83000183";"11.979999542";"424.95999146";"2.9700000286";"1";"1.8200000525";\N;"2004-07-19";\N
"371";"1012";"10194";"0.5";"3";\N;\N;\N;\N;"47.220401764";\N;"472.19400024";\N;"1139.3900146";\N;\N;\N;"16.758399963";"2006-11-27";"16:56:00"
"372";"1012";"10194";"1.5";"3";\N;\N;\N;\N;"8.8475503922";\N;"21.573099136";\N;"0";\N;\N;\N;"0";"2006-11-27";"16:56:00"
"373";"1012";"10194";"2.5";"3";\N;\N;\N;\N;"172.17100525";\N;"399.61199951";\N;"347.15899658";\N;\N;\N;"17.333599091";"2006-11-27";"16:56:00"
"374";"1012";"10194";"3.5";"3";\N;\N;\N;\N;"124.95200348";\N;"205.45199585";\N;"112.75299835";\N;\N;\N;"9.45154953";"2006-11-27";"16:56:00"
"375";"1014";"10194";"0.5";"2";\N;\N;\N;\N;"230.2230072";\N;"251.28399658";\N;"1235.0899658";\N;\N;\N;"6.7228198051";"2007-03-21";"11:00:00"
"376";"1014";"10194";"1.5";"2";\N;\N;\N;\N;"418.02700806";\N;"366.58898926";\N;"2440.5";\N;\N;\N;"12.658800125";"2007-03-21";"11:00:00"
