"idNutrientesSedimento";"idCampanha";"idSitio";"profundidade";"batimetria";"N2";"PT";"TC";"dataMedida";"horaMedida"
"484";"1016";"10202";"2.5";"42.700000763";"5.7328300476";"1.478670001";"53.439998627";"2007-07-17";"11:15:00"
"485";"1016";"10202";"3.5";"42.700000763";"3.4698700905";"1.4207199812";"33.619998932";"2007-07-17";"11:15:00"
"486";"1012";"10203";"0.5";"40";"6.4464001656";"1.2457699776";"113.90000153";"2006-11-29";"12:15:00"
"487";"1012";"10203";"1.5";"40";"3.9148900509";"0.6538389921";"82.059997559";"2006-11-29";"12:15:00"
"488";"1012";"10203";"2.5";"40";"2.4326899052";"0.4059349895";"40.419998169";"2006-11-29";"12:15:00"
"489";"1012";"10203";"3.5";"40";"2.1738901138";"0.3243229985";"27.909999847";"2006-11-29";"12:15:00"
"490";"1014";"10203";"0.5";"42.099998474";"9.9947395325";"2.2565801144";"102.90000153";"2007-03-21";"16:38:00"
"491";"1014";"10203";"1.5";"42.099998474";"9.9947395325";"2.2565801144";"118.80000305";"2007-03-21";"16:38:00"
"492";"1014";"10203";"2.5";"42.099998474";"7.5054798126";"1.6814199686";"107.80000305";"2007-03-21";"16:38:00"
"493";"1014";"10203";"3.5";"42.099998474";"7.5054798126";"1.6814199686";"91.319999695";"2007-03-21";"16:38:00"
"494";"1016";"10203";"0.5";"41.5";"7.0403199196";"3.2378098965";"103.90000153";"2007-07-17";"11:52:00"
"495";"1016";"10203";"1.5";"41.5";"6.7888798714";"2.7246899605";"111.30000305";"2007-07-17";"11:52:00"
"496";"1016";"10203";"2.5";"41.5";"5.2299499512";"1.9412499666";"72.190002441";"2007-07-17";"11:52:00"
"497";"1016";"10203";"3.5";"41.5";"2.7306399345";"2.0104899406";"43.930000305";"2007-07-17";"11:52:00"
"498";"1012";"10204";"0.5";"19.799999237";"2.1362500191";"0.5919029713";"23.340000153";"2006-11-28";"11:14:00"
"499";"1012";"10204";"1.5";"19.799999237";"2.2209498882";"0.5831940174";"23.219999313";"2006-11-28";"11:14:00"
"500";"1012";"10204";"2.5";"19.799999237";"2.1174299717";"0.5806130171";"22.420000076";"2006-11-28";"11:14:00"
"501";"1012";"10204";"3.5";"19.799999237";"2.0797901154";"0.5765810013";"22.790000916";"2006-11-28";"11:14:00"
"502";"1014";"10204";"0.5";"22.600000381";"2.5521199703";"0.6206939816";"29.770000458";"2007-03-20";"12:07:00"
"503";"1014";"10204";"1.5";"22.600000381";"2.7281200886";"0.6248869896";"39.520000458";"2007-03-20";"12:07:00"
"504";"1014";"10204";"2.5";"22.600000381";"3.6961700916";"0.661741972";"20.979999542";"2007-03-20";"12:07:00"
"505";"1014";"10204";"3.5";"22.600000381";"1.9360899925";"0.6094030142";"27.069999695";"2007-03-20";"12:07:00"
"506";"1016";"10204";"0.5";"21.299999237";"2.4213700294";"1.0083099604";"25.309999466";"2007-07-18";"11:00:00"
"507";"1016";"10204";"1.5";"21.299999237";"2.2327899933";"0.8002899885";"28.510000229";"2007-07-18";"11:00:00"
"508";"1016";"10204";"2.5";"21.299999237";"1.6066999435";"0.8965219855";"20.670000076";"2007-07-18";"11:00:00"
"509";"1016";"10204";"3.5";"21.299999237";"2.2554199696";"0.8979640007";"31.959999084";"2007-07-18";"11:00:00"
"510";"1012";"10205";"0.5";"18";"2.0092101097";"0.5891609788";"25.590000153";"2006-11-29";"10:07:00"
"511";"1012";"10205";"1.5";"18";"1.9621499777";"0.5986769795";"28.149999619";"2006-11-29";"10:07:00"
"512";"1012";"10205";"2.5";"18";"1.7504099607";"0.5969840288";"25.979999542";"2006-11-29";"10:07:00"
"513";"1012";"10205";"3.5";"18";"1.8445199728";"0.5746449828";"26.719999313";"2006-11-29";"10:07:00"
"514";"1014";"10205";"0.5";"25";"2.352699995";"0.6955320239";"17.069999695";"2007-03-22";"09:27:00"
"515";"1014";"10205";"1.5";"25";"2.1080200672";"0.6774680018";"17.350000381";"2007-03-22";"09:27:00"
"516";"1014";"10205";"2.5";"25";"1.9103900194";"0.6657739878";"15.119999886";"2007-03-22";"09:27:00"
"517";"1014";"10205";"3.5";"25";"2.060970068";"0.6290000081";"17.129999161";"2007-03-22";"09:27:00"
"518";"1016";"10205";"0.5";"16.5";"0.5808259845";"0.6355699897";"23.760000229";"2007-07-17";"10:03:00"
"519";"1016";"10205";"1.5";"16.5";"0.5581970215";"0.597827971";"8.0600004196";"2007-07-17";"10:03:00"
"520";"1016";"10205";"2.5";"16.5";"0.4299620092";"0.515354991";"2.9900000095";"2007-07-17";"10:03:00"
"521";"1016";"10205";"3.5";"16.5";"0.3168140054";"0.3401939869";"2.2599999905";"2007-07-17";"10:03:00"
"522";"1012";"10206";"0.5";"6.6999998093";"0.3011460006";"0.577064991";"19.649999619";"2006-11-29";"08:44:00"
"523";"1012";"10206";"1.5";"6.6999998093";"0.1129299998";"0.5517420173";"16.969999313";"2006-11-29";"08:44:00"
"524";"1012";"10206";"2.5";"6.6999998093";"0.2446810007";"0.5352900028";"14.510000229";"2006-11-29";"08:44:00"
"525";"1012";"10206";"3.5";"6.6999998093";"0.1223400012";"0.4918229878";"10.770000458";"2006-11-29";"08:44:00"
"526";"1014";"10206";"0.5";"10.399999619";"1.7504099607";"0.7516610026";"16.290000916";"2007-03-22";"08:16:00"
"527";"1014";"10206";"1.5";"10.399999619";"1.4963200092";"0.7027900219";"111.40000153";"2007-03-22";"08:16:00"
"528";"1014";"10206";"2.5";"10.399999619";"1.5151400566";"0.7615810037";"121.09999847";"2007-03-22";"08:16:00"
"529";"1014";"10206";"3.5";"10.399999619";"1.599840045";"0.7367420197";"104.69999695";"2007-03-22";"08:16:00"
"530";"1016";"10206";"0.5";"9.1000003815";"1.6444200277";"0.7997260094";"19.63999939";"2007-07-17";"08:40:00"
"531";"1016";"10206";"1.5";"9.1000003815";"1.3238300085";"0.6363390088";"17.399999619";"2007-07-17";"08:40:00"
"532";"1016";"10206";"2.5";"9.1000003815";"1.4181200266";"0.7952899933";"18.850000381";"2007-07-17";"08:40:00"
"533";"1016";"10206";"3.5";"9.1000003815";"1.342689991";"0.6825479865";"18.459999084";"2007-07-17";"08:40:00"
"534";"1012";"10207";"0.5";"14.899999619";"3.6090400219";"0.5887579918";"32.740001678";"2006-11-28";"12:22:00"
"535";"1012";"10207";"1.5";"14.899999619";"3.9807701111";"0.6234350204";"49.270000458";"2006-11-28";"12:22:00"
"536";"1012";"10207";"2.5";"14.899999619";"4.5736498833";"0.6385970116";"71.290000916";"2006-11-28";"12:22:00"
"537";"1012";"10207";"3.5";"14.899999619";"2.0044999123";"0.2807739973";"35.150001526";"2006-11-28";"12:22:00"
"538";"1014";"10207";"0.5";"18";"1.0822399855";"0.5314189792";"41.459999084";"2007-03-20";"12:48:00"
"539";"1014";"10207";"1.5";"18";"0.9128479958";"0.5772259831";"44.13999939";"2007-03-20";"12:48:00"
"540";"1014";"10207";"2.5";"18";"0.5928800106";"0.522225976";"43.709999084";"2007-03-20";"12:48:00"
"541";"1014";"10207";"3.5";"18";"0.4328970015";"0.3702099919";"19.229999542";"2007-03-20";"12:48:00"
"542";"1016";"10207";"0.5";"16.5";"2.0819199085";"0.2807739973";"29.88999939";"2007-07-18";"12:06:00"
"543";"1016";"10207";"1.5";"16.5";"0.8787829876";"0.4128710032";"16.469999313";"2007-07-18";"12:06:00"
"544";"1016";"10207";"2.5";"16.5";"0.6072279811";"0.261097014";"10.609999657";"2007-07-18";"12:06:00"
"545";"1016";"10207";"3.5";"16.5";"0.543110013";"0.2707740068";"8.279999733";"2007-07-18";"12:06:00"
"546";"1014";"10208";"0.5";"53";"2.6538500786";"1.1436799765";"101.59999847";"2007-03-20";"08:37:00"
"547";"1014";"10208";"1.5";"53";"2.5597400665";"0.8627899885";"96.660003662";"2007-03-20";"08:37:00"
"548";"1014";"10208";"2.5";"53";"2.3903400898";"0.7544029951";"115.59999847";"2007-03-20";"08:37:00"
"549";"1014";"10208";"3.5";"53";"2.6726698875";"0.6660969853";"110.40000153";"2007-03-20";"08:37:00"
"550";"1016";"10208";"0.5";"53";"5.287779808";"0.9320650101";"101.5";"2007-07-18";"08:25:00"
"551";"1016";"10208";"1.5";"53";"5.2953300476";"0.3677900136";"102.40000153";"2007-07-18";"08:25:00"
"552";"1016";"10208";"2.5";"53";"3.7791399956";"0.6220650077";"68.069999695";"2007-07-18";"08:25:00"
"553";"1016";"10208";"3.5";"53";"4.4580302238";"0.4945650101";"39.169998169";"2007-07-18";"08:25:00"
"554";"1014";"10209";"0.5";"63";"8.8758296967";"1.4986000061";"27.440000534";"2007-03-20";"09:40:00"
"555";"1014";"10209";"1.5";"63";"8.8758296967";"1.4986000061";"29.659999847";"2007-03-20";"09:40:00"
"556";"1014";"10209";"2.5";"63";"6.8140201569";"1.621819973";"28.270000458";"2007-03-20";"09:40:00"
"557";"1014";"10209";"3.5";"63";"6.8140201569";"1.621819973";"25.090000153";"2007-03-20";"09:40:00"
"558";"1016";"10209";"0.5";"57";"8.3729496002";"1.5532699823";"99.199996948";"2007-07-18";"09:03:00"
"559";"1016";"10209";"1.5";"57";"6.8643097878";"1.2691600323";"103.30000305";"2007-07-18";"09:03:00"
"560";"1016";"10209";"2.5";"57";"7.2414698601";"0.8776289821";"94.830001831";"2007-07-18";"09:03:00"
"561";"1016";"10209";"3.5";"57";"5.7328300476";"0.7049679756";"51.529998779";"2007-07-18";"09:03:00"
"562";"1014";"10210";"0.5";"62";"6.6628499031";"1.3211400509";"27.559999466";"2007-03-20";"11:15:00"
"563";"1014";"10210";"1.5";"62";"8.0154104233";"1.1806900501";"33.369998932";"2007-03-20";"11:15:00"
"564";"1014";"10210";"2.5";"62";"7.3316698074";"1.1881099939";"23.270000458";"2007-03-20";"11:15:00"
"565";"1014";"10210";"3.5";"62";"7.4815897942";"1.1439599991";"27.739999771";"2007-03-20";"11:15:00"
"566";"1016";"10210";"0.5";"21.299999237";"11.578800201";"1.3795499802";"81.199996948";"2007-07-18";"11:00:00"
"567";"1016";"10210";"1.5";"21.299999237";"11.616499901";"1.4576100111";"92.550003052";"2007-07-18";"11:00:00"
"568";"1016";"10210";"2.5";"21.299999237";"9.6930103302";"0.661698997";"52.069999695";"2007-07-18";"11:00:00"
"569";"1016";"10210";"3.5";"21.299999237";"1.6104700565";"0.3505159914";"22.190000534";"2007-07-18";"11:00:00"
"570";"1203";"12150";"0.5";"1.6000000238";"0.2830379903";"0.1185159981";"1.5800000429";"2004-11-22";"17:25:00"
"571";"1203";"12150";"1.5";"1.6000000238";"0.1763859987";"0.1977420002";"0.9800000191";"2004-11-22";"17:25:00"
"572";"1203";"12150";"2.5";"1.6000000238";"0.0984480008";"0.2243230045";"0.9499999881";"2004-11-22";"17:25:00"
"573";"1203";"12150";"3.5";"1.6000000238";"0.1066519991";"0.2486129999";"1.1000000238";"2004-11-22";"17:25:00"
"574";"1209";"12150";"0.5";"1.5";"0.2442499995";"0.5132809877";"4.0149998665";"2005-08-26";"12:45:00"
"575";"1209";"12150";"1.5";"1.5";"1.9750499725";"0.5732809901";"11.119999886";"2005-08-26";"12:45:00"
"576";"1209";"12150";"2.5";"1.5";"0.4674429893";"0.5310940146";"6.1100001335";"2005-08-26";"12:45:00"
"577";"1209";"12150";"3.5";"1.5";"0.3116289973";"0.500312984";"4.8200001717";"2005-08-26";"12:45:00"
"578";"1203";"12151";"0.5";"70.599998474";"2.9820899963";"0.6564520001";"26.829999924";"2004-11-20";"11:30:00"
"579";"1203";"12151";"1.5";"70.599998474";"2.6252799034";"0.6416130066";"26.850000381";"2004-11-20";"11:30:00"
"580";"1203";"12151";"2.5";"70.599998474";"2.4611999989";"0.803065002";"25.63999939";"2004-11-20";"11:30:00"
"581";"1203";"12151";"3.5";"70.599998474";"2.2437899113";"0.6808059812";"24.319999695";"2004-11-20";"11:30:00"
"582";"1203";"12152";"0.5";"55.099998474";"2.701210022";"0.7237100005";"26.579999924";"2004-11-20";"09:40:00"
"583";"1203";"12152";"1.5";"55.099998474";"2.1166300774";"0.6114519835";"24.25";"2004-11-20";"09:40:00"
"584";"1203";"12152";"2.5";"55.099998474";"2.5022199154";"0.7164520025";"25.840000153";"2004-11-20";"09:40:00"
"585";"1203";"12152";"3.5";"55.099998474";"2.4425001144";"0.657096982";"26.180000305";"2004-11-20";"09:40:00"
"586";"1203";"12153";"0.5";"25.5";"2.469399929";"0.5540320277";"23.090000153";"2004-11-22";"09:40:00"
"587";"1203";"12153";"1.5";"25.5";"1.9115300179";"0.5335479975";"20.549999237";"2004-11-22";"09:40:00"
"588";"1203";"12153";"2.5";"25.5";"1.6243900061";"0.4720970094";"19";"2004-11-22";"09:40:00"
"589";"1203";"12153";"3.5";"25.5";"1.5915800333";"0.5112900138";"18.870000839";"2004-11-22";"09:40:00"
"590";"1203";"12154";"0.5";"33.599998474";"3.1298298836";"0.8454840183";"34.340000153";"2004-11-21";"13:50:00"
"591";"1203";"12154";"1.5";"33.599998474";"3.2873001099";"0.8395159841";"34.099998474";"2004-11-21";"13:50:00"
"592";"1203";"12154";"2.5";"33.599998474";"2.8590900898";"0.7756450176";"29.350000381";"2004-11-21";"13:50:00"
"593";"1203";"12154";"3.5";"33.599998474";"2.7647500038";"0.9203230143";"29.129999161";"2004-11-21";"13:50:00"
"594";"1203";"12155";"0.5";"10.5";"3.4907999039";"0.8856449723";"32.740001678";"2004-11-21";"10:12:00"
"595";"1203";"12155";"1.5";"10.5";"2.9616398811";"0.6964520216";"31.540000916";"2004-11-21";"10:12:00"
"596";"1203";"12155";"2.5";"10.5";"2.4283800125";"0.767580986";"26.920000076";"2004-11-21";"10:12:00"
"597";"1203";"12155";"3.5";"10.5";"2.2396900654";"0.5093550086";"25.850000381";"2004-11-21";"10:12:00"
"598";"1203";"12156";"0.5";"20.600000381";"2.4242799282";"0.6809679866";"20.530000687";"2004-11-21";"12:30:00"
"599";"1203";"12156";"1.5";"20.600000381";"2.1412398815";"0.6679030061";"19.559999466";"2004-11-21";"12:30:00"
"600";"1203";"12156";"2.5";"20.600000381";"2.0674099922";"0.6511290073";"18.739999771";"2004-11-21";"12:30:00"
"601";"1203";"12156";"3.5";"20.600000381";"1.9935699701";"0.6475809813";"18.399999619";"2004-11-21";"12:30:00"
"602";"1203";"12157";"0.5";"3";"2.3217298985";"0.5096769929";"21.719999313";"2004-11-23";"12:35:00"
"603";"1203";"12157";"1.5";"3";"2.6252799034";"0.4933870137";"24.069999695";"2004-11-23";"12:35:00"
"604";"1203";"12157";"2.5";"3";"2.1453499794";"0.5508059859";"24.309999466";"2004-11-23";"12:35:00"
"605";"1203";"12157";"3.5";"3";"1.804880023";"0.4538710117";"21.739999771";"2004-11-23";"12:35:00"
"606";"1203";"12158";"0.5";"5";"2.8098700047";"0.7367740273";"24.760000229";"2004-11-23";"14:40:00"
"607";"1203";"12158";"1.5";"5";"2.5801599026";"0.7053229809";"30.809999466";"2004-11-23";"14:40:00"
"608";"1203";"12158";"2.5";"5";"2.8385798931";"0.6890320182";"27.940000534";"2004-11-23";"14:40:00"
"609";"1203";"12158";"3.5";"5";"3.0026600361";"0.6995159984";"29.86000061";"2004-11-23";"14:40:00"
"610";"1203";"12159";"0.5";"0.5";"0.5373619795";"0.2575159967";"0";"2004-11-23";"17:00:00"
"611";"1203";"12159";"1.5";"0.5";"0.4348120093";"0.2370319963";"5.9499998093";"2004-11-23";"17:00:00"
"612";"1203";"12159";"2.5";"0.5";"0.5414639711";"0.2958549857";"6.6900000572";"2004-11-23";"17:00:00"
"613";"1203";"12159";"3.5";"0.5";"0.500443995";"0.2795319855";"8.2399997711";"2004-11-23";"17:00:00"
"614";"1206";"12159";"0.5";"1";"0.2526719868";"0.2545000017";"3.8299999237";"2005-03-19";\N
"615";"1206";"12159";"1.5";"1";"0.2147710025";"0.1963389963";"3.9000000954";"2005-03-19";\N
"616";"1206";"12159";"2.5";"1";"0.1642369926";"0.1927260011";"1.8400000334";"2005-03-19";\N
"617";"1206";"12159";"3.5";"1";"0.1137019992";"0.1570650041";"1.3899999857";"2005-03-19";\N
"618";"1206";"12160";"0.5";"1";"0.1137019992";"0.0977097005";"2.9800000191";"2005-03-22";"13:00:00"
"619";"1206";"12160";"1.5";"1";"0.0631679967";"0.1223059967";"6.2699999809";"2005-03-22";"13:00:00"
"620";"1206";"12160";"2.5";"1";"0.1010690033";"0.1038869992";"4.5500001907";"2005-03-22";"13:00:00"
"621";"1206";"12160";"3.5";"1";"0.2989949882";"0.0850322992";"4.5599999428";"2005-03-22";"13:00:00"
"622";"1206";"12161";"0.5";"77";"2.3498499393";"0.583871007";"26";"2005-03-20";"12:15:00"
"623";"1206";"12161";"1.5";"77";"2.6319999695";"0.4996770024";"27.850000381";"2005-03-20";"12:15:00"
"624";"1206";"12161";"2.5";"77";"2.3498499393";"0.5661290288";"26.299999237";"2005-03-20";"12:15:00"
"625";"1206";"12161";"3.5";"77";"2.2193000317";"0.5129029751";"26.989999771";"2005-03-20";"12:15:00"
"626";"1206";"12162";"0.5";"60";"2.4674100876";"0.1863709986";"25.309999466";"2005-03-21";"11:00:00"
"627";"1206";"12162";"1.5";"60";"2.5730400085";"0.684032023";"26.950000763";"2005-03-21";"11:00:00"
"628";"1206";"12162";"2.5";"60";"2.1241099834";"0.6891940236";"23.680000305";"2005-03-21";"11:00:00"
"629";"1206";"12162";"3.5";"60";"2.1224400997";"0.1414680034";"23.11000061";"2005-03-21";"11:00:00"
"630";"1206";"12163";"0.5";"31";"1.5876200199";"0.4722580016";"18.940000534";"2005-03-21";"09:44:00"
"631";"1206";"12163";"1.5";"31";"1.5497200489";"0.4856449962";"20.5";"2005-03-21";"09:44:00"
"632";"1206";"12163";"2.5";"31";"1.9413599968";"0.5400000215";"22.530000687";"2005-03-21";"09:44:00"
"633";"1206";"12163";"3.5";"31";"1.7265900373";"0.5343549848";"19.840000153";"2005-03-21";"09:44:00"
"634";"1206";"12164";"0.5";"41";"3.6216299534";"0.6343550086";"34.349998474";"2005-03-21";"12:55:00"
"635";"1206";"12164";"1.5";"41";"3.7900800705";"0.5083870292";"33.560001373";"2005-03-21";"12:55:00"
"636";"1206";"12164";"2.5";"41";"3.6089999676";"0.5759680271";"33.099998474";"2005-03-21";"12:55:00"
"637";"1206";"12164";"3.5";"41";"3.1710300446";"0.6637099981";"29.63999939";"2005-03-21";"12:55:00"
"638";"1206";"12165";"0.5";"16";"2.9225699902";"0.6069359779";"29.809999466";"2005-03-21";"14:30:00"
"639";"1206";"12165";"1.5";"16";"3.078389883";"0.5761290193";"27.829999924";"2005-03-21";"14:30:00"
"640";"1206";"12165";"2.5";"16";"3.8532500267";"0.7049999833";"32.540000916";"2005-03-21";"14:30:00"
"641";"1206";"12165";"3.5";"16";"2.9773199558";"0.6880649924";"30.329999924";"2005-03-21";"14:30:00"
"642";"1206";"12166";"0.5";"27";"2.2614099979";"0.4846769869";"20.450000763";"2005-03-21";"16:10:00"
"643";"1206";"12166";"1.5";"27";"2.3372199535";"0.2883870006";"20.190000534";"2005-03-21";"16:10:00"
"644";"1206";"12166";"2.5";"27";"2.1687700748";"0.5819349885";"19";"2005-03-21";"16:10:00"
"645";"1206";"12166";"3.5";"27";"1.5413000584";"0.5285480022";"18.61000061";"2005-03-21";"16:10:00"
"646";"1206";"12167";"0.5";"7.8000001907";"1.6297299862";"0.4788709879";"17.549999237";"2005-03-19";"14:30:00"
"647";"1206";"12167";"1.5";"7.8000001907";"1.6171000004";"0.4640319943";"20.209999084";"2005-03-19";"14:30:00"
"648";"1206";"12167";"2.5";"7.8000001907";"1.8150299788";"0.478226006";"22.479999542";"2005-03-19";"14:30:00"
"649";"1206";"12167";"3.5";"7.8000001907";"1.7855499983";"0.467741996";"22.840000153";"2005-03-19";"14:30:00"
"650";"1206";"12168";"0.5";"11.399999619";"2.0676999092";"0.6419349909";"20.989999771";"2005-03-19";"15:40:00"
"651";"1206";"12168";"1.5";"11.399999619";"2.2277200222";"0.6740319729";"23.010000229";"2005-03-19";"15:40:00"
"652";"1206";"12168";"2.5";"11.399999619";"2.1561300755";"0.6908059716";"27.069999695";"2005-03-19";"15:40:00"
"653";"1206";"12168";"3.5";"11.399999619";"3.1205000877";"0.6901609898";"37.080001831";"2005-03-19";"15:40:00"
"654";"1209";"12169";"0.5";"80.800003052";"2.6362099648";"0.5265629888";"26.329999924";"2005-08-25";"15:40:00"
"655";"1209";"12169";"1.5";"80.800003052";"2.4214398861";"0.6087499857";"26.329999924";"2005-08-25";"15:40:00"
"656";"1209";"12169";"2.5";"80.800003052";"2.6572699547";"0.560781002";"28.120000839";"2005-08-25";"15:40:00"
"657";"1209";"12169";"3.5";"80.800003052";"2.5983099937";"0.5632809997";"28.309999466";"2005-08-25";"15:40:00"
"658";"1209";"12170";"0.5";"60";"2.7120099068";"0.4873439968";"31.059999466";"2005-08-25";"17:10:00"
"659";"1209";"12170";"1.5";"60";"2.6235799789";"0.5714060068";"29.680000305";"2005-08-25";"17:10:00"
"660";"1209";"12170";"2.5";"60";"2.3414299488";"0.5393750072";"27.950000763";"2005-08-25";"17:10:00"
"661";"1209";"12170";"3.5";"60";"2.5730400085";"0.5428130031";"25.409999847";"2005-08-25";"17:10:00"
"662";"1209";"12171";"0.5";"34.700000763";"2.564620018";"0.4948439896";"26.659999847";"2005-08-28";"10:00:00"
"663";"1209";"12171";"1.5";"34.700000763";"2.66147995";"0.4737499952";"26.909999847";"2005-08-28";"10:00:00"
"664";"1209";"12171";"2.5";"34.700000763";"2.3666899204";"0.4975000024";"24.569999695";"2005-08-28";"10:00:00"
"665";"1209";"12171";"3.5";"34.700000763";"2.2713599205";"0.3598439991";"23.790000916";"2005-08-28";"10:00:00"
"666";"1209";"12172";"0.5";"29";"2.0466399193";"0.5181249976";"21.559999466";"2005-08-26";"08:00:00"
"667";"1209";"12172";"1.5";"29";"1.857139945";"0.532968998";"18.88999939";"2005-08-26";"08:00:00"
"668";"1209";"12172";"2.5";"29";"1.7729200125";"0.4335939884";"19.469999313";"2005-08-26";"08:00:00"
"669";"1209";"12172";"3.5";"29";"1.7855499983";"0.4387499988";"21.729999542";"2005-08-26";"08:00:00"
"670";"1209";"12173";"0.5";"36";"3.3647499084";"0.6928129792";"35.990001678";"2005-08-27";"14:30:00"
"671";"1209";"12173";"1.5";"36";"3.078389883";"0.6340630054";"33.130001068";"2005-08-27";"14:30:00"
"672";"1209";"12173";"2.5";"36";"2.5688300133";"0.5874999762";"28.5";"2005-08-27";"14:30:00"
"673";"1209";"12173";"3.5";"36";"2.5435600281";"0.7015630007";"28.13999939";"2005-08-27";"14:30:00"
"674";"1209";"12174";"0.5";"13.399999619";"3.002589941";"0.7335940003";"31.930000305";"2005-08-27";"13:07:00"
"675";"1209";"12174";"1.5";"13.399999619";"2.9015200138";"0.7218750119";"32.790000916";"2005-08-27";"13:07:00"
"676";"1209";"12174";"2.5";"13.399999619";"3.4995100498";"0.7646870017";"35.36000061";"2005-08-27";"13:07:00"
"677";"1209";"12174";"3.5";"13.399999619";"2.7920300961";"0.6762499809";"33.979999542";"2005-08-27";"13:07:00"
"678";"1209";"12175";"0.5";"22.799999237";"2.3659999371";"0.5248439908";"21.579999924";"2005-08-27";"11:25:00"
"679";"1209";"12175";"1.5";"22.799999237";"2.2451500893";"0.5348439813";"20.229999542";"2005-08-27";"11:25:00"
"680";"1209";"12175";"2.5";"22.799999237";"2.2364199162";"0.5243750215";"20.069999695";"2005-08-27";"11:25:00"
"681";"1209";"12175";"3.5";"22.799999237";"0.987168014";"0.5039060116";"18.950000763";"2005-08-27";"11:25:00"
"682";"1209";"12176";"0.5";"6.4000000954";"2.0791699886";"0.395938009";"20.149999619";"2005-08-27";"10:08:00"
"683";"1209";"12176";"1.5";"6.4000000954";"1.6554700136";"0.4521879852";"15.829999924";"2005-08-27";"10:08:00"
"684";"1209";"12176";"2.5";"6.4000000954";"1.629259944";"0.411563009";"16.079999924";"2005-08-27";"10:08:00"
"685";"1209";"12176";"3.5";"6.4000000954";"1.5724799633";"0.4117189944";"17.75";"2005-08-27";"10:08:00"
"686";"1209";"12177";"0.5";"10.399999619";"2.0223801136";"0.5345309973";"21";"2005-08-27";"08:40:00"
"687";"1209";"12177";"1.5";"10.399999619";"2.0573298931";"0.5421879888";"21.059999466";"2005-08-27";"08:40:00"
"688";"1209";"12177";"2.5";"10.399999619";"2.1403200626";"0.53125";"22.450000763";"2005-08-27";"08:40:00"
"689";"1209";"12177";"3.5";"10.399999619";"2.0835399628";"0.4771879911";"21.840000153";"2005-08-27";"08:40:00"
"690";"1209";"12178";"0.5";"1";"0.3916420043";"0.1544999927";"4.2800002098";"2005-08-25";"11:05:00"
"691";"1209";"12178";"1.5";"1";"0.3621630073";"0.1587810069";"5.5199999809";"2005-08-25";"11:05:00"
"692";"1209";"12178";"2.5";"1";"0.4379650056";"0.1960310042";"5.4600000381";"2005-08-25";"11:05:00"
"693";"1209";"12178";"3.5";"1";"0.5937790275";"0.2262029946";"5.8899998665";"2005-08-25";"11:05:00"
"694";"1209";"12179";"0.5";"29.299999237";"2.7035899162";"0.596405983";"28.25";"2005-08-28";"10:33:00"
"695";"1209";"12179";"1.5";"29.299999237";"2.6067299843";"0.5532810092";"27.959999084";"2005-08-28";"10:33:00"
"696";"1209";"12179";"2.5";"29.299999237";"2.5351400375";"0.5259370208";"25.524999619";"2005-08-28";"10:33:00"
"697";"1209";"12179";"3.5";"29.299999237";"2.3624799252";"0.5434370041";"27.129999161";"2005-08-28";"10:33:00"
"698";"1209";"12180";"0.5";"30";"2.750469923";"0.5021870136";"28.459999084";"2005-08-28";"11:11:00"
"699";"1209";"12180";"1.5";"30";"2.550909996";"0.5314059854";"29.350000381";"2005-08-28";"11:11:00"
"700";"1209";"12180";"2.5";"30";"2.5640199184";"0.5392190218";"31.799999237";"2005-08-28";"11:11:00"
"701";"1209";"12180";"3.5";"30";"2.0617001057";"0.5240629911";"30.190000534";"2005-08-28";"11:11:00"
"702";"1304";"13119";"0.5";"0.8000000119";"0.1886920035";"0.0677580982";"1.1799999475";"2004-11-19";"16:05:00"
"703";"1304";"13119";"1.5";"0.8000000119";"0.1230600029";"0.0146773998";"1.0499999523";"2004-11-19";"16:05:00"
"704";"1304";"13119";"2.5";"0.8000000119";"0.1189579964";"0.0353870988";"1.0299999714";"2004-11-19";"16:05:00"
"705";"1304";"13119";"3.5";"0.8000000119";"0.0902440026";"0.0328065008";"0.3899999857";"2004-11-19";"16:05:00"
"706";"1304";"13120";"0.5";"69.5";"1.8459000587";"0.5";"20.520000458";"2004-11-18";"10:30:00"
"707";"1304";"13120";"1.5";"69.5";"1.8459000587";"0.5758060217";"18.530000687";"2004-11-18";"10:30:00"
"708";"1304";"13120";"2.5";"69.5";"1.9197399616";"0.6577420235";"23.229999542";"2004-11-18";"10:30:00"
"709";"1304";"13120";"3.5";"69.5";"2.0222899914";"0.6399999857";"22.870000839";"2004-11-18";"10:30:00"
"710";"1304";"13121";"0.5";"60";"1.6982300282";"0.4562900066";"15.789999962";"2004-11-18";"13:20:00"
"711";"1304";"13121";"1.5";"60";"1.6695100069";"0.4991939962";"16.729999542";"2004-11-18";"13:20:00"
"712";"1304";"13121";"2.5";"60";"1.7802699804";"0.5585479736";"18.040000916";"2004-11-18";"13:20:00"
"713";"1304";"13121";"3.5";"60";"1.8500000238";"0.5600000024";"17.340000153";"2004-11-18";"13:20:00"
"714";"1304";"13122";"0.5";"40.5";"1.9812699556";"0.6120970249";"20.700000763";"2004-11-16";"11:45:00"
"715";"1304";"13122";"1.5";"40.5";"1.8951200247";"0.5256450176";"18.959999084";"2004-11-16";"11:45:00"
"716";"1304";"13122";"2.5";"40.5";"1.7392499447";"0.4054839909";"17.479999542";"2004-11-16";"11:45:00"
